indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0033957,2023-04-04 19:44:34,2023-04-04T22:44:34,2023-04-05,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Os desafios que ainda ficam para a Natura (NTCO3) após a venda da Aesop, segundo BTG","Analistas do mercado avaliaram de forma positiva a notícia de que a Natura (NTCO3) fechou um acordo vinculante com a L’Oréal para a venda da Aesop. Investidores também chegaram a receber bem o comunicado, fazendo com que as ações da empresa brasileira disparassem na abertura do pregão desta terça-feira (4). O ânimo esfriou um pouco […]",https://www.moneytimes.com.br/os-desafios-que-ainda-ficam-para-a-natura-ntco3-apos-a-venda-da-aesop-segundo-btg/,pt,"os desafios que ainda ficam para a natura (ntco3) após a venda da aesop, segundo btg || analistas do mercado avaliaram de forma positiva a notícia de que a natura (ntco3) fechou um acordo vinculante com a l’oréal para a venda da aesop. investidores também chegaram a receber bem o comunicado, fazendo com que as ações da empresa brasileira disparassem na abertura do pregão desta terça-feira (4). o ânimo esfriou um pouco […]"
N0034090,2023-04-13 17:13:56,2023-04-13T20:13:56,2023-04-14,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Marfrig (MRFG3) ou BRF (BRFS3)? BofA corta preço-alvo, mas tem preferência por uma; ações recuam mais de 7%","O Bank of America (BofA) reforçou sua recomendação neutra para Marfrig (MRFG3), reduzindo o preço-alvo da ação de R$ 9 para R$ 7,60. A queda reflete o preço-alvo menor para BRF (BRFS3) que passou de R$ 9 para R$ 6,30, assim como as estimativas mais baixas para a Marfrig, dadas as margens mais baixas nos […]",https://www.moneytimes.com.br/marfrig-ou-brf-bofa-corta-precos-alvos/,pt,"marfrig (mrfg3) ou brf (brfs3)? bofa corta preço-alvo, mas tem preferência por uma; ações recuam mais de 7% || o bank of america (bofa) reforçou sua recomendação neutra para marfrig (mrfg3), reduzindo o preço-alvo da ação de r$ 9 para r$ 7,60. a queda reflete o preço-alvo menor para brf (brfs3) que passou de r$ 9 para r$ 6,30, assim como as estimativas mais baixas para a marfrig, dadas as margens mais baixas nos […]"
N0034310,2023-04-26 17:15:31,2023-04-26T20:15:31,2023-04-27,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Ibovespa (IBOV) perde pela 3ª vez seguida; Vale (VALE3) sobe antes de resultados,"O Ibovespa (IBOV) voltou a cair nesta quarta-feira (26), estendendo a sequência negativa para três pregões seguidos de queda. O índice, que é referência para a Bolsa brasileira, registrou desvalorização de 0,88%, a 102.312,10 pontos. Além de um exterior fraco, o mercado local digeriu dados do IPCA-15 de abril, que vieram abaixo do esperado, mas […]",https://www.moneytimes.com.br/ibovespa-hoje-fecha-queda-inflacao-ipca-vale-vale3-26-04-2023/,pt,"ibovespa (ibov) perde pela 3ª vez seguida; vale (vale3) sobe antes de resultados || o ibovespa (ibov) voltou a cair nesta quarta-feira (26), estendendo a sequência negativa para três pregões seguidos de queda. o índice, que é referência para a bolsa brasileira, registrou desvalorização de 0,88%, a 102.312,10 pontos. além de um exterior fraco, o mercado local digeriu dados do ipca-15 de abril, que vieram abaixo do esperado, mas […]"
N0034332,2023-04-27 17:00:05,2023-04-27T20:00:05,2023-04-28,CAT1_Empresa,Petronoticias,WP_Petronoticias,SETOR QUÍMICO MOSTRA OTIMISMO COM IMPACTO POSITIVO DO NOVO PROGRAMA GÁS PARA EMPREGAR,"A Frente Parlamentar da Química esteve presente na manhã de hoje (27) no ‘Seminário sobre Fertilizantes: Uma questão Estratégica para o Brasil’, realizado na Câmara dos Deputados, com a presença do representante do Ministério de Minas e Energia (MME), o secretário de Petróleo, Gás Natural e Biocombustíveis do MME, Pietro Mendes. O evento também abordou a […]",https://petronoticias.com.br/setor-quimico-mostra-otimismo-com-impacto-positivo-do-novo-programa-gas-para-empregar/,pt,"setor químico mostra otimismo com impacto positivo do novo programa gás para empregar || a frente parlamentar da química esteve presente na manhã de hoje (27) no ‘seminário sobre fertilizantes: uma questão estratégica para o brasil’, realizado na câmara dos deputados, com a presença do representante do ministério de minas e energia (mme), o secretário de petróleo, gás natural e biocombustíveis do mme, pietro mendes. o evento também abordou a […]"
N0034336,2023-04-27 17:32:02,2023-04-27T20:32:02,2023-04-28,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,Crise de confiança ficou para trás? Ação da 3R Petroleum (RRRP3) dispara quase 12% após balanço do 1º tri,"Apesar do salto dos ativos, com analistas vendo que 2º tri pode ser positivo para a companhia, cautela continua após anúncio de aumento de capital",https://www.infomoney.com.br/mercados/3r-petroleum-rrrp3-analise-resultados-primeiro-trimestre-2023/,pt,"crise de confiança ficou para trás? ação da 3r petroleum (rrrp3) dispara quase 12% após balanço do 1º tri || apesar do salto dos ativos, com analistas vendo que 2º tri pode ser positivo para a companhia, cautela continua após anúncio de aumento de capital"
N0034484,2023-05-05 17:20:25,2023-05-05T20:20:25,2023-05-08,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Alpargatas (ALPA4) salta 12% apesar de balanço fraco, Petz (PETZ3) e Soma (SOMA3) disparam até 16% e mais destaques de resultados","Em sessão positiva para o Ibovespa, ações da maioria das empresas que soltaram resultado sobem na Bolsa, mas também há destaque de queda",https://www.infomoney.com.br/mercados/alpargatas-alpa4-salta-mais-de-10-apesar-de-balanco-fraco-petz-petz3-e-soma-soma3-disparam-e-mais-destaques-de-resultados/,pt,"alpargatas (alpa4) salta 12% apesar de balanço fraco, petz (petz3) e soma (soma3) disparam até 16% e mais destaques de resultados || em sessão positiva para o ibovespa, ações da maioria das empresas que soltaram resultado sobem na bolsa, mas também há destaque de queda"
N0034915,2023-05-24 18:37:09,2023-05-24T21:37:09,2023-05-25,CAT1_Empresa,InfoMoney,WP_InfoMoney,"Seacrest, petroleira com ativos no Brasil e ação negociada em Oslo, tem prejuízo 66% menor no 1º tri","Além dos resultados, a Seacrest divulgou projeções de produção, custos de produção e capex; BBA reforçou recomendação de compra para ação",https://www.infomoney.com.br/mercados/seacrest-petroleira-com-ativos-no-brasil-e-acao-negociada-em-oslo-resultado-primeiro-trimestre-2023/,pt,"seacrest, petroleira com ativos no brasil e ação negociada em oslo, tem prejuízo 66% menor no 1º tri || além dos resultados, a seacrest divulgou projeções de produção, custos de produção e capex; bba reforçou recomendação de compra para ação"
N0034932,2023-05-25 17:09:00,2023-05-25T20:09:00,2023-05-26,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,"Dólar sobe 1,65% e fecha a R$ 5,03, com atenções voltadas para impasse sobre teto da dívida nos EUA",Fitch adotou perspectiva negativa para a nota de crédito dos Estados Unidos em meio à falta de acordo para elevar o teto da dívida do país,https://www.infomoney.com.br/mercados/dolar-sobe-mais-de-1-e-supera-os-r-5-com-atencoes-voltadas-para-impasse-sobre-teto-da-divida-nos-eua/,pt,"dólar sobe 1,65% e fecha a r$ 5,03, com atenções voltadas para impasse sobre teto da dívida nos eua || fitch adotou perspectiva negativa para a nota de crédito dos estados unidos em meio à falta de acordo para elevar o teto da dívida do país"
N0035109,2023-06-02 17:01:22,2023-06-02T20:01:22,2023-06-05,CAT2_Mercado_Petroleo,Poder360,WP_Poder360,"Em apresentação, Campos Neto fala em surpresa positiva do PIB","IBGE divulgou dados na 5ª feira (1º.jun); alta foi de 1,9% no 1º trimestre no comparativo com o 4º trimestre de 2022",https://www.poder360.com.br/economia/resultado-do-pib-tem-surpreendido-diz-campos-neto/,pt,"em apresentação, campos neto fala em surpresa positiva do pib || ibge divulgou dados na 5ª feira (1º.jun); alta foi de 1,9% no 1º trimestre no comparativo com o 4º trimestre de 2022"
N0035160,2023-06-05 20:01:48,2023-06-05T23:01:48,2023-06-06,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Vale (VALE3) é decepção de maio, mas analistas não arredam o pé da ação; veja as 9 maiores apostas para junho","Maio foi ruim para as ações de mineradoras e siderúrgicas brasileiras. A Vale (VALE3) que o diga. Acumulando queda de mais de 11%, o papel da companhia figurou entre os destaques negativos do Ibovespa no mês passado, em meio à forte correção dos preços do minério de ferro na China. Apesar disso, analistas seguem olhando […]",https://www.moneytimes.com.br/vale-vale3-e-decepcao-de-maio-mas-analistas-nao-arredam-o-pe-da-acao-veja-as-9-maiores-apostas-para-junho/,pt,"vale (vale3) é decepção de maio, mas analistas não arredam o pé da ação; veja as 9 maiores apostas para junho || maio foi ruim para as ações de mineradoras e siderúrgicas brasileiras. a vale (vale3) que o diga. acumulando queda de mais de 11%, o papel da companhia figurou entre os destaques negativos do ibovespa no mês passado, em meio à forte correção dos preços do minério de ferro na china. apesar disso, analistas seguem olhando […]"
N0035166,2023-06-06 17:09:23,2023-06-06T20:09:23,2023-06-07,CAT7_Macro_Energia,InfoMoney,WP_InfoMoney,Além do macro: Citi eleva projeções de Azul (AZUL4) e Gol (GOLL4) e vê potencial de alta de até 116%; ações saltam,"Banco reiterou recomendação de compra para ativos e ainda destacou preferência por Azul à Gol, apesar de ver potencial de alta menor para os ativos",https://www.infomoney.com.br/mercados/azul-azul-gol-goll4-alem-do-macro-citi-eleva-projecoes-aereas-ve-potencial-de-alta-de-ate-116-acoes-saltam/,pt,"além do macro: citi eleva projeções de azul (azul4) e gol (goll4) e vê potencial de alta de até 116%; ações saltam || banco reiterou recomendação de compra para ativos e ainda destacou preferência por azul à gol, apesar de ver potencial de alta menor para os ativos"
N0035244,2023-06-11 18:12:22,2023-06-11T21:12:22,2023-06-12,CAT2_Mercado_Petroleo,Exame,WP_Exame,Negócios que fluem: Aegea é a Empresa do Ano no Melhores do ESG,"O Brasil tem um problema histórico de saneamento, e consertar isso é a missão da Aegea. Atuando em um setor que deve receber 116 bilhões de reais em investimentos nos próximos anos, a Melhor do ESG 2023 transforma água em benefício e lucro em impacto positivo",https://exame.com/esg/negocios-que-fluem-aegea-e-a-empresa-do-ano-no-melhores-do-esg/,pt,"negócios que fluem: aegea é a empresa do ano no melhores do esg || o brasil tem um problema histórico de saneamento, e consertar isso é a missão da aegea. atuando em um setor que deve receber 116 bilhões de reais em investimentos nos próximos anos, a melhor do esg 2023 transforma água em benefício e lucro em impacto positivo"
N0035309,2023-06-14 17:36:03,2023-06-14T20:36:03,2023-06-15,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,4 pontos que explicam a disparada de 81% e 52% de Azul (AZUL4) e Gol (GOLL4) no ano,"As ações da Gol e da Azul figuraram entre as maiores altas do Ibovespa (IBOV) no pregão desta quarta-feira (14). GOLL4 e AZUL4 subiram 11,80% e 8,66%, respectivamente, em dia também positivo para o principal índice da Bolsa, que valorizou 2%. O movimento das companhias aéreas hoje não é isolado. Gol e Azul acumulam altas de cerca de […]",https://www.moneytimes.com.br/4-pontos-que-explicam-a-disparada-de-81-e-52-de-azul-azul4-e-gol-goll4-no-ano/,pt,"4 pontos que explicam a disparada de 81% e 52% de azul (azul4) e gol (goll4) no ano || as ações da gol e da azul figuraram entre as maiores altas do ibovespa (ibov) no pregão desta quarta-feira (14). goll4 e azul4 subiram 11,80% e 8,66%, respectivamente, em dia também positivo para o principal índice da bolsa, que valorizou 2%. o movimento das companhias aéreas hoje não é isolado. gol e azul acumulam altas de cerca de […]"
N0035347,2023-06-15 19:31:31,2023-06-15T22:31:31,2023-06-16,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,Ambev (ABEV3) vs Heineken: Quem está ganhando a guerra das cervejas,"O UBS BB atualizou a sua cobertura do setor de cervejas no Brasil. Em relatório recente, o banco reforçou a recomendação de compra para Ambev (ABEV3), com preço-alvo de R$ 18, potencial de alta de valorização de 17,4%. Além disso, o UBS destaca a participação da cervejaria no mercado de cerveja premium brasileira. Para o banco, […]",https://www.moneytimes.com.br/ambev-abev3-vs-heineken-quem-esta-ganhando-a-guerra-das-cervejas/,pt,"ambev (abev3) vs heineken: quem está ganhando a guerra das cervejas || o ubs bb atualizou a sua cobertura do setor de cervejas no brasil. em relatório recente, o banco reforçou a recomendação de compra para ambev (abev3), com preço-alvo de r$ 18, potencial de alta de valorização de 17,4%. além disso, o ubs destaca a participação da cervejaria no mercado de cerveja premium brasileira. para o banco, […]"
N0035419,2023-06-20 20:46:33,2023-06-20T23:46:33,2023-06-21,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Petrobras (PETR4): Mais um bancão gringo recomenda compra e vê ‘risco Lula’ menor,"Dias após o JPMorgan elevar a Petrobras (PETR4) para compra, agora é a vez do Goldman Sachs coroar o bom momento da estatal. Em documento enviado a clientes nesta terça-feira (20), o bancão mudou a recomendação de neutra para compra, com preço-alvo para as ações preferenciais de R$ 41, potencial de ganhos de 34%, e de […]",https://www.moneytimes.com.br/petrobras-petr4-mais-um-bancao-gringo-recomenda-compra-veja-3-pontos-de-otimismo/,pt,"petrobras (petr4): mais um bancão gringo recomenda compra e vê ‘risco lula’ menor || dias após o jpmorgan elevar a petrobras (petr4) para compra, agora é a vez do goldman sachs coroar o bom momento da estatal. em documento enviado a clientes nesta terça-feira (20), o bancão mudou a recomendação de neutra para compra, com preço-alvo para as ações preferenciais de r$ 41, potencial de ganhos de 34%, e de […]"
N0035400,2023-06-20 17:15:58,2023-06-20T20:15:58,2023-06-21,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,"Embraer (EMBR3): ação cai 4,65% com decepção após primeiros anúncios em evento em Paris – mas analistas mantêm visão positiva",Analistas do JPMorgan avaliam que novos pedidos possam ser anunciados nos próximos dias de evento; BBI vê companhia defendendo mercado,https://www.infomoney.com.br/mercados/embraer-embr3-acao-cai-forte-com-decepcao-apos-primeiros-anuncios-em-evento-em-paris-mas-analistas-mantem-visao-positiva/,pt,"embraer (embr3): ação cai 4,65% com decepção após primeiros anúncios em evento em paris – mas analistas mantêm visão positiva || analistas do jpmorgan avaliam que novos pedidos possam ser anunciados nos próximos dias de evento; bbi vê companhia defendendo mercado"
N0035474,2023-06-23 17:23:56,2023-06-23T20:23:56,2023-06-26,CAT2_Mercado_Petroleo,InfoMoney,WP_InfoMoney,"CPFL (CPFE3), Energisa (ENGI11) e mais distribuidoras saltam com novo passo para renovação de concessões: o que animou?","Analistas apontam que há mais dúvidas do que respostas após Ministério abrir consulta sobre tema, mas veem que discussões podem ser positivas para segmento",https://www.infomoney.com.br/mercados/cpfl-cpfe3-energisa-engi11-e-mais-acoes-distribuidoras-saltam-com-novo-passo-sobre-renovacao-de-concessoes-o-que-esperar/,pt,"cpfl (cpfe3), energisa (engi11) e mais distribuidoras saltam com novo passo para renovação de concessões: o que animou? || analistas apontam que há mais dúvidas do que respostas após ministério abrir consulta sobre tema, mas veem que discussões podem ser positivas para segmento"
