data_publicacao,ativo,categoria,fonte_coleta,termo_busca,titulo,resumo,url,dominio,idioma,hash_titulo
2024-01-27 19:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,O velho marketing dá adeus - Tribuna do Norte,O velho marketing dá adeus - Tribuna do Norte,https://tribunadonorte.com.br/colunas/o-velho-marketing-da-adeus/,tribunadonorte.com.br,Portuguese,8f20c154f7dfdbc5f8c0d0a1c47f97098155d9492d1ba95577c085ae6f533083
2024-01-27 18:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras encontra hidrocarboneto na Margem Equatorial , mas viabilidade econômica ainda é inconclusiva","Petrobras encontra hidrocarboneto na Margem Equatorial , mas viabilidade econômica ainda é inconclusiva",https://www.infomoney.com.br/mercados/petrobras-encontra-hidrocarboneto-na-margem-equatorial-mas-viabilidade-economica-ainda-e-inconclusiva/,infomoney.com.br,Portuguese,aa0f9902fa9ae1f795e31e5406e0a549ecc83c3d9c7aca92aa51731884302cf7
2024-01-27 17:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras bate recorde em valor de mercado : R$ 525 , 6 bilhões","Petrobras bate recorde em valor de mercado : R$ 525 , 6 bilhões",https://veja.abril.com.br/economia/petrobras-bate-recorde-em-valor-de-mercado-r-5256-bilhoes/,veja.abril.com.br,Portuguese,d3ee1b8a38d5f4438445d85a1888a30c3f58c9b80c5ceb78f9d3633173b3ef21
2024-01-27 16:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Novo recorde : Petrobras passa a valer R$ 536 , 1 bilhões | Economia","Novo recorde : Petrobras passa a valer R$ 536 , 1 bilhões | Economia",https://www.meionorte.com/noticias/economia/petrobras-alcanca-o-maior-valor-de-mercado-e-bate-recorde-r-536-bilhoes-489536,meionorte.com,Portuguese,bd38481efd070db8dab691bf3673ffd0072771a98d37a38004474af8a7c26b27
2024-01-27 16:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras encontra indícios de petróleo na Margem Equatorial,Petrobras encontra indícios de petróleo na Margem Equatorial,https://economia.ig.com.br/2024-01-27/petrobras-petroleo-margem-equatorial.html,economia.ig.com.br,Portuguese,398e51ce227cf2f5eced5c7ad90c9584f88d4d176498c1fdfdb17b51fd57f5ed
2024-01-27 16:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras encontra petróleo na margem equatorial,Petrobras encontra petróleo na margem equatorial,https://diariodocomercio.com.br/economia/petrobras-petroleo-margem-equatorial/,diariodocomercio.com.br,Portuguese,20593cf7a7831bdbcc5dd0c6a99a5da4da2b9de9842c5a7ed2c595119ba6b02f
2024-01-27 16:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,J . R . Guzzo : Para Lula e Pimenta não há meio termo : imprensa deve elogiar governo dia e noite,J . R . Guzzo : Para Lula e Pimenta não há meio termo : imprensa deve elogiar governo dia e noite,https://www.gazetadopovo.com.br/vozes/jr-guzzo/lula-paulo-pimenta-imprensa-petrobras-abreu-lima/,gazetadopovo.com.br,Portuguese,339c16f7d122416a183f3da1f59f4ae9b168cb6f93a20305fb91daa452a5e785
2024-01-27 16:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Silveira diz que Lula  nunca  iria interferir na Vale por Mantega,Silveira diz que Lula  nunca  iria interferir na Vale por Mantega,https://exame.com/invest/mercados/silveira-diz-que-lula-nunca-iria-interferir-na-vale-por-mantega/,exame.com,Portuguese,23f7137689871d93d9eba4684ae6529e58383e4970cf072a02b44ddaef6e6e58
2024-01-27 14:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras conclui primeira perfurao de poço na Margem Equatorial • PortalR3 • Criando Opiniões,Petrobras conclui primeira perfurao de poço na Margem Equatorial • PortalR3 • Criando Opiniões,https://www.portalr3.com.br/2024/01/27/petrobras-conclui-primeira-perfuracao-de-poco-na-margem-equatorial/,portalr3.com.br,Portuguese,0fccaaeb356cdc586a7991facf44444372608d12e99c3dc4e67820dfd93075f4
2024-01-27 14:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,RedeTV ! Em rede com você,RedeTV ! Em rede com você,https://www.redetv.uol.com.br/jornalismo/geral/petrobras-conclui-primeira-perfuracao-de-poco-na-margem-equatorial,redetv.uol.com.br,Portuguese,2ad889d695550aeb8bd57895cfe9d7bc8ffa470a9ddeca7039ce5429502e35d8
2024-01-27 14:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Lula usou amizade com Emílio Odebrecht para tentar brecar CPI da Braskem,Lula usou amizade com Emílio Odebrecht para tentar brecar CPI da Braskem,https://veja.abril.com.br/politica/lula-usou-amizade-com-emilio-odebrecht-para-tentar-brecar-cpi-da-braskem/,veja.abril.com.br,Portuguese,236544ea44a397f0964e5fbfb7a9790f6818d428736921bc6ebb84f315ae2f1d
2024-01-27 14:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Aéreas brasileiras receberam R$ 7 , 59 bi em benefícios fiscais | Economia","Aéreas brasileiras receberam R$ 7 , 59 bi em benefícios fiscais | Economia",https://www.meionorte.com/noticias/economia/empresas-aereas-brasileiras-receberam-r-7-59-bilhoes-em-beneficios-fiscais-489524,meionorte.com,Portuguese,3ace0e4f80f1ed9fe29dedbaf6c2ff723908d39c853d0802946c3c8f1e31a3ad
2024-01-27 12:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Prestes a receber socorro , companhias aéreas têm R$ 7 , 6 bi em benefícios fiscais","Prestes a receber socorro , companhias aéreas têm R$ 7 , 6 bi em benefícios fiscais",https://jornaldebrasilia.com.br/noticias/economia/prestes-a-receber-socorro-companhias-aereas-tem-r-7-6-bi-em-beneficios-fiscais/,jornaldebrasilia.com.br,Portuguese,339eedbd4813613f2b8f77b5b349aa981d4068ed087d9dc4e06e95b203a54c64
2024-01-27 10:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Para os amigos , tudo","Para os amigos , tudo",https://oglobo.globo.com/opiniao/carlos-alberto-sardenberg/coluna/2024/01/para-os-amigos-tudo.ghtml,oglobo.globo.com,Portuguese,d1599de6fa0ab5a17b3e36385c955ca948445c4264510c48164b99c26a84eccd
2024-01-27 08:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Suspensos os direitos políticos do 1º vice - presidente da Câmara de Macaé,Suspensos os direitos políticos do 1º vice - presidente da Câmara de Macaé,https://avozdaserra.com.br/noticias/suspensos-os-direitos-politicos-do-1o-vice-presidente-da-camara-de-macae,avozdaserra.com.br,Portuguese,6931aa05b4f9fa83fb71461221b1904352fec57f7babf754ff53426f96fd2d78
2024-01-27 07:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras conclui primeira perfurao de poço na Margem Equatorial,Petrobras conclui primeira perfurao de poço na Margem Equatorial,https://momentomt.com.br/politica-nacional/petrobras-conclui-primeira-perfuracao-de-poco-na-margem-equatorial/,momentomt.com.br,Portuguese,a203ba1da80369bbb456e9a5bf426721cda789bea49ebfababc6eba4f3cdd036
2024-01-27 04:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras encontra hidrocarboneto na Margem Equatorial ; viabilidade econômica ainda é inconclusiva,Petrobras encontra hidrocarboneto na Margem Equatorial ; viabilidade econômica ainda é inconclusiva,"https://www.terra.com.br/economia/petrobras-encontra-hidrocarboneto-na-margem-equatorial-viabilidade-economica-ainda-e-inconclusiva,60eaecc086f0246bd21e15c370c01a7djo4vvg0c.html",terra.com.br,Portuguese,212a436ab0491ee8e69dc7ea8c0c352262a5e5678097159ea7b471499f2b823c
2024-01-27 03:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"CPIs , lawfare e golpe de estado |","CPIs , lawfare e golpe de estado |",https://odia.ig.com.br/opiniao/2024/01/6782329-cpis-lawfare-e-golpe-de-estado.html,odia.ig.com.br,Portuguese,47ab9b14096fd0b59d29ef79fc60af82ec3b0ff155ae773e58159d50b7df05ee
2024-01-27 02:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras encontra petróleo no RN , mas não sabe se explorao é viável","Petrobras encontra petróleo no RN , mas não sabe se explorao é viável",https://www.otempo.com.br/economia/petrobras-encontra-petroleo-no-rn-mas-nao-sabe-se-exploracao-e-viavel-1.3319531,otempo.com.br,Portuguese,87065164487fe432e14cbb62b7bfe1f84a51fe8913a78cecc562bf6984136ca8
2024-01-27 02:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Margem Equatorial : Petrobras conclui perfurao de poço no litoral do RN,Margem Equatorial : Petrobras conclui perfurao de poço no litoral do RN,https://www.gazetadopovo.com.br/energia/margem-equatorial-petrobras-conclui-perfuracao-de-poco-no-litoral-do-rn/,gazetadopovo.com.br,Portuguese,a6accfbd1a12e47ff8ed7fe315302ef96d08c49a4957ffeb87ad814689a40bec
2024-01-27 01:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras conclui perfurao na Margem Equatorial , mas ainda desconhece sua viabilidade econômica","Petrobras conclui perfurao na Margem Equatorial , mas ainda desconhece sua viabilidade econômica",https://www.estadao.com.br/economia/petrobras-conclui-perfuracao-margem-equatorial/,estadao.com.br,Portuguese,52bbe330c8bd7ba6ee4f08a18690575b98200ea4fc37109dfa848e043ac90118
2024-01-27 01:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras encontra petróleo na margem equatorial , mas não sabe se explorao é viável","Petrobras encontra petróleo na margem equatorial , mas não sabe se explorao é viável",https://www.acessa.com/economia/2024/01/200116-petrobras-encontra-petroleo-na-margem-equatorial-mas-nao-sabe-se-exploracao-e-viavel.html,acessa.com,Portuguese,b5e5353a2e0c2e86b96836ef85737aa3e9d08f0cbd86f662f5b0f2610f8318b0
2024-01-27 01:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobrás conclui primeira perfurao de poço exploratório na Margem Equatorial,Petrobrás conclui primeira perfurao de poço exploratório na Margem Equatorial,https://www.brasil247.com:443/economia/petrobras-conclui-primeira-perfuracao-de-poco-exploratorio-na-margem-equatorial,brasil247.com,Portuguese,358db7705acbbd6147504d6995ee00dd3707e350231083cff94194dbd2103ef1
2024-01-27 01:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras conclui perfurao na Margem Equatorial ; viabilidade econômica ainda é estudada – CartaCapital,Petrobras conclui perfurao na Margem Equatorial ; viabilidade econômica ainda é estudada – CartaCapital,https://www.cartacapital.com.br/carta-capital/petrobras-conclui-perfuracao-na-margem-equatorial-viabilidade-economica-ainda-e-estudada/,cartacapital.com.br,Portuguese,9dacc64c3120cb2f41166929e78577e83e34b67d654b74c9970d5c781170d7d5
2024-01-27 01:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Ibovespa fecha em alta de 0 , 62 %, com ajuda de Vale e Pretrobras","Ibovespa fecha em alta de 0 , 62 %, com ajuda de Vale e Pretrobras",https://investimentosenoticias.com.br/bolsa-de-valores/ibovespa-fecha-em-alta-de-062-com-ajuda-de-vale-e-pretrobras/,investimentosenoticias.com.br,Portuguese,ffb80357551deb81096121ef11bc9fdaaa997405d528af67c17c11d1544f8698
2024-01-27 01:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobrás bate recorde e valor de mercado vai a R$ 525 , 6 bilhões .  O patrimônio do povo voltar a ser valorizado , diz Gleisi","Petrobrás bate recorde e valor de mercado vai a R$ 525 , 6 bilhões .  O patrimônio do povo voltar a ser valorizado , diz Gleisi",https://www.brasil247.com:443/economia/petrobras-bate-recorde-e-valor-de-mercado-vai-a-r-525-6-bilhoes-o-patrimonio-do-povo-voltar-a-ser-valorizado-diz-gleisi,brasil247.com,Portuguese,186fff3207a3caf5ae03f94d63b392aa1b30ce78f92159db01757c0694efb8ed
2024-01-27 01:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,PETROBRÁS ENCONTRA INDÍCIOS DE HIDROCARBONETOS NA MARGEM EQUATORIAL E SE PREPARA PARA PERFURAR NOVO POÇO,PETROBRÁS ENCONTRA INDÍCIOS DE HIDROCARBONETOS NA MARGEM EQUATORIAL E SE PREPARA PARA PERFURAR NOVO POÇO,https://petronoticias.com.br/petrobras-encontra-indicios-de-hidrocarbonetos-na-margem-equatorial-e-prepara-novo-poco/,petronoticias.com.br,Portuguese,661b04bbc71f8fbc4f691f0f39df3791d0070dc911eb53522cfbf427925e8cf7
2024-01-27 01:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras atinge recorde no valor de mercado e chega a R$ 525 , 6 bilhões","Petrobras atinge recorde no valor de mercado e chega a R$ 525 , 6 bilhões",https://www.cartacapital.com.br/economia/petrobras-atinge-recorde-no-valor-de-mercado-e-chega-a-r-5256-bilhoes/,cartacapital.com.br,Portuguese,56e2d274b43e8c47937331eb611318618b7d58634120a7b52167c7782fddafb8
2024-01-27 00:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Equilíbrio entre Lula e o mercado e abalos na governança : como foi o 1º ano de Prates na Petrobras,Equilíbrio entre Lula e o mercado e abalos na governança : como foi o 1º ano de Prates na Petrobras,"https://www.terra.com.br/economia/equilibrio-entre-lula-e-o-mercado-e-abalos-na-governanca-como-foi-o-1-ano-de-prates-na-petrobras,66575288c91f60b93e100530ec1269b6qe9bil24.html",terra.com.br,Portuguese,f872bdaf611076dd9dcff0cbc82a5b97bbb8246859fcfafae0dbe835892ac6bf
2024-01-27 00:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Petrobras registra reservas provadas de 10 , 9 bi de boe no fim de 2023","Petrobras registra reservas provadas de 10 , 9 bi de boe no fim de 2023","https://www.terra.com.br/economia/petrobras-registra-reservas-provadas-de-109-bi-de-boe-no-fim-de-2023,dee49a441f9716dab4059b9334031dd0dulytfk5.html",terra.com.br,Portuguese,175af36e8bcdb52a74bc8e7cc4e44861ed1f3f9406b2bc937244046482fdba9d
2024-01-26 23:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Produo de óleo e gás da Petrobras sobe 3 , 7 % em 2023 , a 2 , 78 mi boed","Produo de óleo e gás da Petrobras sobe 3 , 7 % em 2023 , a 2 , 78 mi boed",https://economia.uol.com.br/noticias/reuters/2024/01/26/producao-de-oleo-e-gas-da-petrobras-sobe-37-em-2023-a-278-mi-boed-e-atinge-meta.htm,economia.uol.com.br,Portuguese,c44a354b68cc575efed12a3c79a9640b3ba88715a40db675cdf27acc278c9f37
2024-01-26 23:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Socioambiental _ – Viva Rio,Socioambiental _ – Viva Rio,https://vivario.org.br/relacao-com-a-natureza_/,vivario.org.br,Portuguese,16850d27f9e1e2121e47b02fb8a95406a0515aecf8bf7744b375bc97eaec7c30
2024-01-26 22:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras nomeia advogado para Conselho de Administrao | Economia,Petrobras nomeia advogado para Conselho de Administrao | Economia,https://odia.ig.com.br/economia/2024/01/6782369-petrobras-nomeia-advogado-para-conselho-de-administracao.html,odia.ig.com.br,Portuguese,7c68b97df8e601c4c50ecab14555a452f26a946892252e1e0933d1338b69467c
2024-01-26 22:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Ministro sobre tentativa de emplacar Mantega na Vale : Lula nunca iria interferir | Economia,Ministro sobre tentativa de emplacar Mantega na Vale : Lula nunca iria interferir | Economia,https://odia.ig.com.br/economia/2024/01/6782336-ministro-sobre-tentativa-de-emplacar-mantega-na-vale-lula-nunca-iria-interferir.html,odia.ig.com.br,Portuguese,f7fe35648f873f4559095ce42d10f8d5ba83e7f5a6b2171fb3c244d830c58985
2024-01-26 22:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Ibovespa fecha em alta apoiado em blue chips e assegura 1º ganho semanal do ano,Ibovespa fecha em alta apoiado em blue chips e assegura 1º ganho semanal do ano,https://diariodocomercio.com.br/economia/ibovespa-alta-blue-chips-ganho-semanal/,diariodocomercio.com.br,Portuguese,2bc3499dd25b8835c4ddb7aaeca0c3c66ee811c25c5e91099dff43edc215c390
2024-01-26 22:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Ibovespa sobe 0 , 62 %, perto dos 129 mil , e termina semana com ganho de 1 , 04 % - 26 / 01 / 2024","Ibovespa sobe 0 , 62 %, perto dos 129 mil , e termina semana com ganho de 1 , 04 % - 26 / 01 / 2024",https://www.dgabc.com.br/Noticia/4097979/ibovespa-sobe-0-62-perto-dos-129-mil-e-termina-semana-com-ganho-de-1-04,dgabc.com.br,Portuguese,63496f4e629ff09d5fee62b10f5dd97d1e7b0dfcc60acb49c8550ba7884341d6
2024-01-26 22:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras nomeia advogado para Conselho de Administrao,Petrobras nomeia advogado para Conselho de Administrao,https://www.jornaldeuberaba.com.br/noticia/73049/petrobras-nomeia-advogado-para-conselho-de-administracao,jornaldeuberaba.com.br,Portuguese,9c62db79e60a189370113180eacbd96aaff209a27bdb7d85731c71d43b78fd42
2024-01-26 21:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Ministro nega que houve tentativa para emplacar Mantega na Vale,Ministro nega que houve tentativa para emplacar Mantega na Vale,https://economia.uol.com.br/noticias/estadao-conteudo/2024/01/26/ministro-sobre-tentativa-de-emplacar-mantega-na-vale-lula-nunca-iria-interferir.htm,economia.uol.com.br,Portuguese,45f16b39c3f5e9536f8275e4e882f89d2b88af348b7ca51631c6816ef3ac9e5e
2024-01-26 21:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Empresas aéreas ganharam R$ 6 , 5 bilhões em renúncia fiscal em 2021 | Economia","Empresas aéreas ganharam R$ 6 , 5 bilhões em renúncia fiscal em 2021 | Economia",https://odia.ig.com.br/economia/2024/01/6782280-empresas-aereas-ganharam-rs-65-bilhoes-em-renuncia-fiscal-em-2021.html,odia.ig.com.br,Portuguese,aa6462941ef9073e24cd1ad7acb74fb9368fb2fa714bc72e54a14de1bed32aae
2024-01-26 21:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,RENATO GALUPPO É NOMEADO MEMBRO DO CONSELHO DE ADMINISTRAO DA PETROBRÁS,RENATO GALUPPO É NOMEADO MEMBRO DO CONSELHO DE ADMINISTRAO DA PETROBRÁS,https://petronoticias.com.br/renato-galuppo-e-eleito-membro-do-conselho-de-administracao-da-petrobras/,petronoticias.com.br,Portuguese,3064eb40974ee2d5eadc47afb18d48d0355a6291f94f997d7b45f45e0fc741c6
2024-01-26 21:15:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Governo nega inteno de ter Guido Mantega no comando da Vale,Governo nega inteno de ter Guido Mantega no comando da Vale,https://www.correiobraziliense.com.br/economia/2024/01/6793317-governo-nega-intencao-de-ter-guido-mantega-no-comando-da-vale.html,correiobraziliense.com.br,Portuguese,6b50061fdba546fcc103f323d7c411c26c53f7d93f54cb29e682d9c74453af49
2024-01-26 21:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Ministro sobre tentativa de emplacar Mantega na Vale : Lula nunca iria interferir,Ministro sobre tentativa de emplacar Mantega na Vale : Lula nunca iria interferir,https://www.bemparana.com.br/noticias/economia/ministro-sobre-tentativa-de-emplacar-mantega-na-vale-lula-nunca-iria-interferir/,bemparana.com.br,Portuguese,fb1515a503bdef7e436f3338f46088d392cf0d05a7929b9ec81a6ac700c5ffc0
2024-01-26 20:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Empresas aéreas ganharam R$ 6 , 5 bilhões em renúncia fiscal em 2021","Empresas aéreas ganharam R$ 6 , 5 bilhões em renúncia fiscal em 2021",https://epocanegocios.globo.com/empresas/noticia/2024/01/empresas-aereas-ganharam-r-65-bilhoes-em-renuncia-fiscal-em-2021.ghtml,epocanegocios.globo.com,Portuguese,35b1de6ffa9ec5fe8f608723e0779b7ebe61cf120b7dbddbd7eb3b16a6a33e58
2024-01-26 20:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Filiao partidária : o eleitor arredio !, por Manoel Afonso","Filiao partidária : o eleitor arredio !, por Manoel Afonso",https://www.diariodigital.com.br/diario-influencia/comportamento/filiacao-partidaria-o-eleitor-arredio-por-manoel-afonso,diariodigital.com.br,Portuguese,092b8207dfee3b87377e388eeb8fd1c00736b2d67e67eefc6091cbf096b31e1a
2024-01-26 20:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Ministro sobre tentativa de emplacar Mantega na Vale : Lula nunca iria interferir - 26 / 01 / 2024,Ministro sobre tentativa de emplacar Mantega na Vale : Lula nunca iria interferir - 26 / 01 / 2024,https://www.dgabc.com.br/Noticia/4097965/ministro-sobre-tentativa-de-emplacar-mantega-na-vale-lula-nunca-iria-interferir,dgabc.com.br,Portuguese,8ec25847cbd246efb717e4f179f0f759406a2b033712c2a2b98519c6fb24b0c6
2024-01-26 20:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Empresas aéreas ganharam R$ 6 , 5 bilhões em renúncia fiscal em 2021 - 26 / 01 / 2024","Empresas aéreas ganharam R$ 6 , 5 bilhões em renúncia fiscal em 2021 - 26 / 01 / 2024",https://www.dgabc.com.br/Noticia/4097945/empresas-aereas-ganharam-r-6-5-bilhoes-em-renuncia-fiscal-em-2021,dgabc.com.br,Portuguese,6081ab3482fd00e7720abce4ba89a5ccabda97bfda4534e6a4408974a7e12a2d
2024-01-26 19:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Aéreas ganharam R$ 6 , 5 bi em renúncia fiscal","Aéreas ganharam R$ 6 , 5 bi em renúncia fiscal",https://jornaldebrasilia.com.br/noticias/economia/empresas-aereas-ganharam-r-65-bilhoes-em-renuncia-fiscal-em-2021/,jornaldebrasilia.com.br,Portuguese,7e0ba810e1f2e5e8ade782a4ee5fba638a9adbd290923c30acd958ae298578d3
2024-01-26 19:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,URGENTE : Saiba como evitar fraudes com suas informaes depois do maior vazamento de dados da história,URGENTE : Saiba como evitar fraudes com suas informaes depois do maior vazamento de dados da história,https://www.jornalagora.com.br/urgente-saiba-como-evitar-fraudes-com-suas-informacoes-depois-do-maior-vazamento-de-dados-da-historia/,jornalagora.com.br,Portuguese,2f80581c55cb32b789a56970c61cd3c83bc20118eebf9ea121292fc484d7ba3a
2024-01-26 18:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petroleiros cobram medidas urgentes de segurança da Petrobras após acidente na Rnest,Petroleiros cobram medidas urgentes de segurança da Petrobras após acidente na Rnest,https://www.acritica.net/editorias/economia/petroleiros-cobram-medidas-urgentes-de-seguranca-da-petrobras-apos-aci/715408/,acritica.net,Portuguese,e2d82324eefcc0d40121de79a963a4a61cb0c197e13c0833ebdeb09693dd73e6
2024-01-26 18:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Principais companhias aéreas do país estão entre as que mais se beneficiaram de renúncia fiscal,Principais companhias aéreas do país estão entre as que mais se beneficiaram de renúncia fiscal,https://cbn.globo.com/politica/noticia/2024/01/26/principais-companhias-aereas-do-pais-estao-entre-as-que-mais-se-beneficiaram-de-renuncia-fiscal.ghtml,cbn.globo.com,Portuguese,f7e8f2bc98380d5efe1e2e584eb6cd0e58950ed6b135ec37b7db7c4472c7df0f
2024-01-26 17:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,3R Petroleum tenta silenciar jornalista sobre privatizao de campos da Petrobrás no Rio Grande do Norte - Jailton Andrade,3R Petroleum tenta silenciar jornalista sobre privatizao de campos da Petrobrás no Rio Grande do Norte - Jailton Andrade,https://www.brasil247.com:443/blog/3r-petroleum-tenta-silenciar-jornalista-sobre-privatizacao-de-campos-da-petrobras-no-rio-grande-do-norte,brasil247.com,Portuguese,85e671476d49090e1ba3e57bfe7c35fec8747d01b660ad69e14ed19a0d8deea2
2024-01-26 16:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,MInistério da Fazenda recua sobre desconto no QAV e possível crédito para companhias aéreas,MInistério da Fazenda recua sobre desconto no QAV e possível crédito para companhias aéreas,https://www.mercadoeeventos.com.br/noticias/aviacao/ministerio-da-fazenda-recua-sobre-desconto-no-qav-e-possivel-credito-para-companhias-aereas/,mercadoeeventos.com.br,Portuguese,885c9dc43be84f023e2494211f465d51dd61c8b5d9458ee4c98ba90ab7b12d02
2024-01-26 14:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Empresas aéreas obtiveram R$ 6 , 5 bilhões em renúncia fiscal em 2021","Empresas aéreas obtiveram R$ 6 , 5 bilhões em renúncia fiscal em 2021",https://oglobo.globo.com/blogs/capital/post/2024/01/empresas-aereas-obtiveram-r-65-bilhoes-em-renuncia-fiscal-em-2021.ghtml,oglobo.globo.com,Portuguese,1ba52eade3ae064fa2c0f591ba1be29d7ac9ea12d73603bb8c1e48c30b0b9899
2024-01-26 13:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,"Preço do litro gasolina aumenta R$ 0 , 15 na refinaria do RN","Preço do litro gasolina aumenta R$ 0 , 15 na refinaria do RN",https://g1.globo.com/rn/rio-grande-do-norte/noticia/2024/01/26/preco-do-litro-gasolina-aumenta-r-015-na-refinaria-do-rn.ghtml,g1.globo.com,Portuguese,43fa321b5e1f4a0a87b4f267563b4a6c5804c550fdb1273617ca04b0270fd281
2024-01-26 13:30:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Brasil perde investimentos em petróleo e gás,Brasil perde investimentos em petróleo e gás,https://www.acritica.net/editorias/economia/brasil-perde-investimentos-em-petroleo-e-gas/715334/,acritica.net,Portuguese,77a7e37aaf63788174601e2db15b8ed28b13ba3d964143193e1715145ec8605e
2024-01-26 13:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Governo Lula ataca Vale para forçar Guido Mantega no comando da empresa,Governo Lula ataca Vale para forçar Guido Mantega no comando da empresa,https://jc.ne10.uol.com.br/colunas/jc-negocios/2024/01/15663426-governo-lula-ataca-vale-para-forcar-guido-mantega-no-comando-da-empresa.html,jc.ne10.uol.com.br,Portuguese,d5d855f0451a725f8e56aa1c7cd7d2bc499371eca32cd6e6a50e56706b6b2123
2024-01-26 12:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Ex - secretário municipal de Santa Cruz morre aos 79 anos,Ex - secretário municipal de Santa Cruz morre aos 79 anos,https://www.gaz.com.br/ex-secretario-municipal-de-santa-cruz-morre-aos-79-anos/,gaz.com.br,Portuguese,f9c8dd0937e4582be66633ac322405e5bccfebc73b3aca6a29a33a61873c09c5
2024-01-26 12:45:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Petrobras e Vale lideram lista de R$215 bi em benefícios fiscais,Petrobras e Vale lideram lista de R$215 bi em benefícios fiscais,https://diariodocomercio.com.br/economia/petrobras-vale-bilhoes-beneficios-fiscais/,diariodocomercio.com.br,Portuguese,eb512dcc72332ce601662c66769b2470703a77917a3751968a05cabc9b808e18
2024-01-26 09:00:00,PETR4,CAT1_Empresa,GDELT,Petrobras,Governo criará fundo de até R$ 6 bi para socorrer aéreas,Governo criará fundo de até R$ 6 bi para socorrer aéreas,https://www.jornalcruzeiro.com.br/geral/economia/2024/01/728080-governo-criara-fundo-de-ate-rs-6-bi-para-socorrer-aereas.html,jornalcruzeiro.com.br,Portuguese,ee75c1728df66a6a6b6cc8de1d9dce8a7019dd7d749832a18438d04660508a2a
