Protocolo_Entrega,Ticker,Empresa,Categoria,Assunto,Entrega,Pregao_reacao,Parkinson_d1,Volume_d1,Gap_d1,Intradia_d1,Retorno_d1,razaoVol_1 semana (-6 a -2),razaoVolume_1 semana (-6 a -2),razaoVol_2 semanas (-11 a -2),razaoVolume_2 semanas (-11 a -2),razaoVol_1 mês (-23 a -2),razaoVolume_1 mês (-23 a -2),razaoVol_distante (-120 a -21),razaoVolume_distante (-120 a -21),Rotulo,Indice,Confianca,Generico,Atribuivel
023264IPE260920190104373511-13,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Dia do Investidor 2019,2019-09-27 18:32:37,2019-09-30,0.0120953484586985,21606700.0,0.0041047874399593,-0.0144407193132941,-0.0103359318733347,1.0734039471177803,0.9794790243424792,1.0215306512261977,1.039290807773986,0.9746366530375822,1.1293970338761563,0.8684865280373824,0.9967680131517817,Neutral,-0.011152491,0.727168,False,True
023264IPE181120190104378712-06,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Mudança na Diretoria,2019-11-18 19:43:23,2019-11-19,0.0109382309626993,9754500.0,0.0028435324976753,0.0034013334818282,0.0062448659795035,1.0030819804388729,0.6894389919468267,1.003480996587372,0.7059071281097147,0.8738786653099615,0.4566806778483728,0.8352545059130723,0.4819695604933684,Neutral,0.014024496,0.73092127,False,True
023264IPE191220190104381811-76,ABEV3,AMBEV S.A.,Fato Relevante,Equity Swap,2019-12-19 19:35:01,2019-12-20,0.0156830040066723,25816100.0,-0.0031850820226291,0.0154545576806709,0.0122694756580419,1.5366842203881466,1.3433040072097724,1.6138527938169795,1.2435213444005149,1.450136813013616,1.2468479425349934,1.1569026897145327,1.2239052381670734,Neutral,0.1115645,0.4794742,False,True
023264IPE230320200204391312-37,ABEV3,AMBEV S.A.,Fato Relevante,COVID-19 e Projeções 2020,2020-03-23 21:01:40,2020-03-24,0.0654524543691697,33699600.0,0.051640845169491,-0.070939596416106,-0.019298751246615,1.1425972482945217,0.5849481507608061,1.1763821269801882,0.6550680025028949,1.8015243843418387,0.7686254441886706,5.153722530122336,1.6608493536557996,Negative,-0.69144607,0.73901594,False,True
023264IPE130520200104396412-11,ABEV3,AMBEV S.A.,Fato Relevante,Equity Swap,2020-05-13 20:11:00,2020-05-14,0.0280833011645854,36918000.0,0.003546181454157,0.0381990523065666,0.0417452337607235,0.9851032176400136,0.9196438802504996,1.068043484197628,1.0642652712466762,1.0789545804169898,1.2379634440794285,1.274036998548752,1.3869730775894935,Neutral,0.111564696,0.47947407,False,True
023264IPE170920200104409113-91,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Negociações atípicas de valores mobiliários,2020-09-17 23:07:04,2020-09-18,0.0175831762551281,46869000.0,-0.0038066292983392,-0.024711658979566,-0.0285182882779053,0.9058890673654382,1.8295339214614723,0.9873674633376248,1.918432737584565,1.0196481226423144,1.902940823652084,0.7193681209841373,1.4984873651032862,Negative,-0.88722926,0.92137396,True,True
023264IPE011020200104410512-33,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Participação em evento transmitido ao-vivo,2020-10-01 20:05:28,2020-10-02,0.0142095333850221,19312900.0,-0.0071118131582621,-0.0063643751537795,-0.0134761883120416,0.6905003017561647,0.6698160519457819,0.6952008494704034,0.6230488289182871,0.7583739592002838,0.6803442042039156,0.6358143917341003,0.6232195450251105,Neutral,0.007717639,0.75472146,False,True
023264IPE091220200104417412-42,ABEV3,AMBEV S.A.,Fato Relevante,Equity Swap,2020-12-09 19:46:56,2020-12-10,0.0215057843418773,144062500.0,0.0071826220768893,0.0206059898959567,0.027788611972846,1.284713867606909,6.097821651758881,1.296864395863374,6.161654439235448,1.0552490155395189,4.689973079868975,1.0768618084658823,4.588295088437327,Neutral,0.11156456,0.4794742,False,True
023264IPE180320210104427312-91,ABEV3,AMBEV S.A.,Fato Relevante,Programa de Recompra,2021-03-18 21:00:31,2021-03-19,0.0136011411077898,32656900.0,0.0032625581685466,0.0161554398240248,0.0194179979925715,0.7532094604395269,1.8282235996470848,0.6615826875665439,1.1833041887726892,0.6710619628711885,1.1304428140080465,0.7296122407908058,1.1282677135239454,Neutral,-0.04715687,0.70651436,False,True
023264IPE190320210104427411-70,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Divulgação do Formulário 20F,2021-03-19 19:14:16,2021-03-22,0.0155192631065981,22475500.0,-0.0200720377100404,0.0162183250386668,-0.0038537126713735,0.9831736402325166,1.2456244776529688,0.8039501389283754,0.8695125692547969,0.7621110135273873,0.7746096607161405,0.8340341762330136,0.7822253944425193,Neutral,0.009812608,0.6983795,False,True
023264IPE120520210104432810-82,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Participação em evento transmitido ao vivo,2021-05-12 17:25:37,2021-05-13,0.0134644433824648,19320300.0,0.0076762849611137,-0.0070839046060248,0.0005923803550891,0.7045654841044209,0.5725028654330983,0.8634084839735644,0.7249115824213922,0.9418420148173886,0.8805376118211955,0.7412352463511663,0.7469921852375758,Neutral,0.013326496,0.75316954,False,True
023264IPE250620210104437214-14,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Evento ESG Update,2021-06-25 22:39:55,2021-06-28,0.0225345083717076,41325600.0,0.0128959313768569,0.0190372015766397,0.0319331329534967,1.5195130876821696,1.7814755101864863,1.5002486805920916,1.719978640526978,1.3913934528645395,1.5482518282780946,1.3227980823337209,1.744989851125919,Neutral,0.09593461,0.71937215,False,True
023264IPE280620210104437510-38,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Evento ESG Update,2021-06-28 17:14:04,2021-06-29,0.0209519478392546,46943000.0,-0.0086083864408552,-0.0034641757331348,-0.01207256217399,1.092155428597419,1.513308136783481,1.2396137717793647,1.7037989311831172,1.2028128171244514,1.6150427012532405,1.2314267469994071,1.9839499660691853,Neutral,0.09593461,0.71937215,False,True
023264IPE170920210104445513-38,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Participação em evento transmitido ao-vivo,2021-09-16 21:30:48,2021-09-17,0.03162581222976,53864700.0,0.0030950429148621,-0.0275707020437978,-0.0244756591289357,2.108825099068019,2.7610859255340743,1.7121046160200375,2.2283693077806164,1.8669010681616491,2.2868074656131734,2.0567110836726865,2.316251316538092,Neutral,0.007717505,0.7547215,False,True
023264IPE180320220104463811-50,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Divulgação do Formulário 20F,2022-03-18 18:31:39,2022-03-21,0.0126794225877965,15295600.0,-0.0134229661082271,0.0084986263983115,-0.0049243397099156,0.7545521084431135,0.5996745927508674,0.6669874290869642,0.5041764742916343,0.6323588318001179,0.488764692032514,0.8724227058822237,0.6237110341673403,Neutral,0.009812638,0.6983795,False,True
023264IPE120420220204466401-28,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Dia do Investidor 2022,2022-06-15 18:44:54,2022-06-17,0.0148179759227909,38950600.0,-0.0138785104049781,0.0115786410819962,-0.0022998693229818,0.9236051198535428,1.9121513752550316,1.0292867092259268,2.0532822489499165,1.0197038911579823,2.037567321433242,0.8933328606646834,1.5745562740371313,Neutral,-0.0049319565,0.76110137,False,True
023264IPE140720220104475611-27,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Negociações atípicas de valores mobiliários,2022-07-14 18:38:09,2022-07-15,0.0126438779823514,25341500.0,-0.0020235393142272,-0.0149662836199596,-0.0169898229341868,0.6243582285847472,0.8567181455956002,0.6900245031737712,1.0402180141632036,0.7610772978236174,1.087104800308867,0.7461163226091339,1.019281131584462,Negative,-0.88722926,0.92137396,True,True
023264IPE281020220104486210-98,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Evento ESG Update,2022-10-28 18:08:10,2022-10-31,0.0121176855780799,26748700.0,-1.7825474921796292e-08,0.0144792922373346,0.0144792744118596,0.6975500645598763,0.7986088304454633,0.846800031849525,0.9671797367624624,0.7865732345711973,0.8913116443522477,0.80073103205056,1.1452703708009082,Neutral,0.095934704,0.7193721,False,True
023264IPE031120220204463110-99,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Evento ESG Update,2022-11-03 18:33:26,2022-11-04,0.0191605792362144,30212300.0,0.0093197802359175,0.0171678452834221,0.0264876255193397,1.1866569045182849,0.88614556318608,1.3405651577431226,0.97829205347978,1.257724416860604,1.037753606692878,1.2724519144243318,1.2845318131688883,Neutral,0.09593461,0.71937215,False,True
023264IPE010220230104495813-70,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Negociações atípicas de valores mobiliários,2023-02-01 22:13:37,2023-02-02,0.0239984647550866,49730600.0,-0.0091463043718763,0.0038211156095545,-0.0053251887623217,2.178638952706452,1.8126276624128324,1.9874791766674105,1.6438840680697966,1.5656829058639217,1.3587155210195,1.6515365124801944,1.8067562203362943,Negative,-0.8872293,0.92137396,True,True
023264IPE020220230104495914-87,ABEV3,AMBEV S.A.,Comunicado ao Mercado,Outros Comunicados Não considerados Fatos Relevantes,2023-02-02 23:53:54,2023-02-03,0.0142505135790436,40568400.0,-0.0030558538610535,-0.0069098282777008,-0.0099656821387544,0.8590999526921022,0.805506170496066,0.9742923531149664,0.9967014440825244,0.8736565392719596,0.9629002204463236,0.9797055574694472,1.4635637794625078,Negative,-0.3802337,0.47305432,False,True
