Ticker,Data,Categoria,Assunto,sigma_est,CAR[0],ABS[0],"CAR[0,+1]","ABS[0,+1]","CAR[-1,+1]","ABS[-1,+1]","CAR[0,+5]","ABS[0,+5]",CAR_padronizado
SANB11,2018-03-09,Comunicado ao Mercado,Venda da participação detida na BW Guirapá I S.A.,0.01229869387075468,-0.010717313598571792,0.010717313598571792,-0.008282583263312273,0.006576021966915656,-0.006011146821229092,0.00514116012530483,0.025753278199922472,0.010566920562303109,-0.47620266450870946
EGIE3,2018-03-09,Comunicado ao Mercado,Notícia divulgada na mídia,0.009371865458528555,-0.008074498603133574,0.008074498603133574,-0.005307118260936658,0.005420939472665245,0.0005705153597529494,0.005573170855340033,-0.012101761571078624,0.007185527089649746,-0.400421807960575
MGLU3,2018-03-09,Comunicado ao Mercado,Prêmio melhor marketplace do Brasil de acordo com o Ebit,0.035195701246901655,0.00476185179965968,0.00476185179965968,0.016534285919477615,0.008267142959738807,0.004324807847898978,0.009581254663685418,0.04936548931859821,0.014388583024312526,0.3321856159001548
PETR4,2018-03-09,Fato Relevante,Cessão de Direitos dos Campos de Piranema e Piranema Sul: Divulgação da Oportunidade - Teaser,0.012723821591688013,0.0065473864793778695,0.0065473864793778695,-0.006665586529883664,0.009880179744319702,0.0010809007246021449,0.00916894891437507,-0.022309801777492894,0.012599030484814219,-0.37042970163503813
ITSA4,2018-03-09,Comunicado ao Mercado,Itaúsa concede exclusividade de negociações para possível alienação do controle da Elekeiroz S.A.,0.007509716971770302,-0.011290035120910103,0.011290035120910103,-0.00973320576164475,0.006423432240087728,-0.009698800181835054,0.004293756686661717,-0.013966429522384041,0.006603007926532026,-0.91646806698769
SBSP3,2018-03-11,Fato Relevante,Reorganização Societária da Sabesp,0.013878728485335187,-0.010481024578261104,0.010481024578261104,0.006840417112653069,0.013901233134587639,0.007402965286540103,0.009455004814354103,0.030098511280337165,0.009540522084016323,0.3485121372330581
VIVT3,2018-03-12,Comunicado ao Mercado,Notícia divulgada na mídia,0.016394247661469432,-0.049658738282107,0.049658738282107,-0.058874272223659166,0.029437136111829583,-0.04684980836606026,0.023632912027086023,-0.06716767021861701,0.01170572363006773,-2.5393295249902805
BBDC4,2018-03-12,Comunicado ao Mercado,Designação de Diretor de Relação com Investidores,0.0076273632528960815,0.0008642981152910123,0.0008642981152910123,-0.00620822141142265,0.003968408821002337,-0.004169103342283442,0.003325311903714627,0.0023070980775551767,0.002893757520362448,-0.5755429908832067
VIVT3,2018-03-12,Fato Relevante,Modificação de Projeções Divulgadas,0.016394247661469432,-0.049658738282107,0.049658738282107,-0.058874272223659166,0.029437136111829583,-0.04684980836606026,0.023632912027086023,-0.06716767021861701,0.01170572363006773,-2.5393295249902805
ITUB4,2018-03-12,Comunicado ao Mercado,Notas Subordinadas Perpétuas - Março/2018,0.006939526436652276,0.003730958510262533,0.003730958510262533,0.0019494951941449942,0.002756210913190036,-0.003475022202236307,0.0036456464075871244,-0.010188984183095873,0.009392891015198824,0.19864486204558918
ITUB4,2018-03-13,Comunicado ao Mercado,Telas Ciclo APIMEC 2018 - ITAÚ UNIBANCO HOLDING S.A. - FLORIANÓPOLIS/SC,0.006893425463522406,-0.0017475485103272247,0.0017475485103272247,-0.020349921614896252,0.010174960807448126,-0.016711144521810946,0.00799623290266052,-0.014480626224377513,0.008900840098035663,-2.087433547610312
SLCE3,2018-03-13,Fato Relevante,"Cancelamento de 3,6 milhões de ações",0.016157321958378858,0.006489927720219969,0.006489927720219969,0.011491124446816742,0.005745562223408371,0.020409062341345513,0.006803020780448504,0.0576436069929395,0.010764624799597056,0.5028959651069488
ITUB4,2018-03-13,Comunicado ao Mercado,Convite Ciclo APIMEC 2018 - ITAÚ UNIBANCO HOLDING S.A. - GOIÂNIA/GO - 17.04.2018,0.006893425463522406,-0.0017475485103272247,0.0017475485103272247,-0.020349921614896252,0.010174960807448126,-0.016711144521810946,0.00799623290266052,-0.014480626224377513,0.008900840098035663,-2.087433547610312
BBAS3,2018-03-13,Comunicado ao Mercado,Notícia divulgada na mídia,0.010886331966884736,-0.00423981818169686,0.00423981818169686,-0.00757526835576273,0.003787634177881365,-0.022457127450800973,0.007485709150266991,0.001955048415595769,0.005554765039708694,-0.4920411797069727
SBSP3,2018-03-13,Comunicado ao Mercado,Alteração do Banco Custodiante do Programa de ADRs da SABESP,0.013462669253151904,0.017657915809909146,0.017657915809909146,0.01490645669287662,0.010204687463470837,0.004781225748332831,0.010178201957161822,0.032638746776535874,0.00956188788592365,0.7829395800189404
ITUB4,2018-03-13,Comunicado ao Mercado,Convite Ciclo APIMEC 2018 - ITAÚ UNIBANCO HOLDING S.A. - PORTO ALEGRE/RS - 10.04.2018,0.006893425463522406,-0.0017475485103272247,0.0017475485103272247,-0.020349921614896252,0.010174960807448126,-0.016711144521810946,0.00799623290266052,-0.014480626224377513,0.008900840098035663,-2.087433547610312
BBSE3,2018-03-13,Comunicado ao Mercado,Apresentação institucional do 4T17,0.010224733245375508,-0.00961129275821538,0.00961129275821538,-0.01666873315442364,0.00833436657721182,-0.022626351204440842,0.007542117068146947,-0.02467824950132907,0.008305494172917163,-1.152751271297261
VALE3,2018-03-14,Comunicado ao Mercado,"Vale comunica resgate de bonds com cupom de 4,625% e vencimento em 2020 e oferta de aquisição de bonds com cupom de 5,875% e vencimento em 2021 e cupom de 4,375% e vencimento em 2022",0.013386802708789088,0.013304935751290721,0.013304935751290721,0.01987124287145914,0.00993562143572957,0.016324985567975656,0.007805833391647542,0.015410740860063206,0.010074519784198455,1.0496225940334787
OIBR3,2018-03-14,Fato Relevante,Decisão Liminar em Conflito de Competência.,0.047974201967525214,-0.03022362216314112,0.03022362216314112,-0.021464454522732625,0.01949139490177481,-0.03765272349606259,0.01839035292562653,0.00944267770447077,0.01169917361553239,-0.3163713146863514
CSNA3,2018-03-14,Comunicado ao Mercado,"Apresentação CSN seção 232 da ""Lei de Expansão Comercial""",0.02070448085254448,0.00205422377268298,0.00205422377268298,-0.0014289308175041019,0.002768689181435031,-0.004848858378494984,0.0029857686412869816,0.03963376589297088,0.009507903162572537,-0.0488013526202186
ENGI11,2018-03-14,Fato Relevante,Investimentos para 2018,0.014754648696657414,-0.016270517185923202,0.016270517185923202,-0.025803656435066862,0.012901828217533431,-0.024690422027658313,0.008972296947491803,-0.028258680964833034,0.011816794442936283,-1.2366231700777255
PETR4,2018-03-14,Fato Relevante,Petrobras obtém decisão favorável no processo da Refinaria de Manguinhos,0.011843334650979415,0.016299301129715744,0.016299301129715744,-0.015122527028728915,0.0238605646440802,-0.017834961744394376,0.016811188001275287,0.012492172229014602,0.015343646018413148,-0.9028910966225852
ABEV3,2018-03-14,Comunicado ao Mercado,Budweiser Argentina,0.007133584387946448,0.014739832999251114,0.014739832999251114,0.0044297835035617406,0.012524941247470243,0.00638403454504078,0.009001377845473175,0.005465452889594095,0.009756408903888585,0.4390962220688773
PETR4,2018-03-14,Comunicado ao Mercado,Adesão ao Regime Especial de Desinvestimentos instituído pelo Decreto 9.188/2017,0.011843334650979415,0.016299301129715744,0.016299301129715744,-0.015122527028728915,0.0238605646440802,-0.017834961744394376,0.016811188001275287,0.012492172229014602,0.015343646018413148,-0.9028910966225852
PETR4,2018-03-14,Comunicado ao Mercado,Alienação da Liquigás: recebimento da multa contratual,0.011843334650979415,0.016299301129715744,0.016299301129715744,-0.015122527028728915,0.0238605646440802,-0.017834961744394376,0.016811188001275287,0.012492172229014602,0.015343646018413148,-0.9028910966225852
BEEF3,2018-03-15,Comunicado ao Mercado,Apresentação da Teleconferência de Resultados referente ao 4T17 e 2017,0.013831318742115834,-0.012631565862636626,0.012631565862636626,-0.010471339906329244,0.007395895909472004,-0.029515260964397348,0.011278570959004038,-0.023627116678199715,0.01249494303662276,-0.5353325734102806
RADL3,2018-03-15,Comunicado ao Mercado,Apresentação dos Resultados do 4T17,0.012822814077639721,-0.00786254411650345,0.00786254411650345,-0.026066768998969043,0.013033384499484522,-0.03194178445852028,0.010647261486173426,-0.02270726534706026,0.010422648421510214,-1.437437134406852
ITUB4,2018-03-15,Comunicado ao Mercado,Telas Ciclo APIMEC 2018 - ITAÚ UNIBANCO HOLDING S.A. - CURITIBA/PR,0.007041950678317472,0.019119034222946075,0.019119034222946075,0.014983908766568809,0.01162707983966167,-0.003799407187390789,0.014012491877760979,-0.011571795923006402,0.008301644061483092,1.5045864394001793
ENGI11,2018-03-15,Comunicado ao Mercado,Apresentação dos Resultados do 4º trimestre de 2017,0.014733564851768738,-0.00949119550089643,0.00949119550089643,-0.031598019225783744,0.015799009612891872,-0.047821037175427794,0.015940345725142597,-0.0013908805904408322,0.01082224475157279,-1.5164811701312277
PETR4,2018-03-15,Comunicado ao Mercado,Publicação do Relato Integrado 2017,0.011847163147106854,-0.0312662241506725,0.0312662241506725,-0.026253275514416967,0.018139586393464014,-0.009836137555471048,0.017565436915291315,-0.01607440750544641,0.014757317565968117,-1.566946357882848
PETR4,2018-03-15,Comunicado ao Mercado,Apresentação Resultados 4T17 para Imprensa||Apresentação Webcast 4T17 para Analistas,0.011847163147106854,-0.0312662241506725,0.0312662241506725,-0.026253275514416967,0.018139586393464014,-0.009836137555471048,0.017565436915291315,-0.01607440750544641,0.014757317565968117,-1.566946357882848
PETR4,2018-03-15,Comunicado ao Mercado,Estudos para alteração das regras de distribuição de dividendos da Petrobras,0.011847163147106854,-0.0312662241506725,0.0312662241506725,-0.026253275514416967,0.018139586393464014,-0.009836137555471048,0.017565436915291315,-0.01607440750544641,0.014757317565968117,-1.566946357882848
USIM5,2018-03-15,Comunicado ao Mercado,Amortização antecipada da dívida - Cash Sweep,0.028483119228329235,0.008557668474071547,0.008557668474071547,0.010255524979242725,0.005127762489621363,0.026720663806879492,0.008906887935626497,0.006876941162358839,0.0125990650112186,0.2545982130439557
SUZB3,2018-03-16,Fato Relevante,Transação com a Fibria | Transaction with Fibria,0.016224124782546253,0.19720114533428673,0.19720114533428673,0.271713617673038,0.135856808836519,0.2503052405549184,0.09770733159705254,0.3507969247920375,0.06044893749479152,11.842274647938245
VALE3,2018-03-16,Comunicado ao Mercado,Desempenho da Vale em 2017,0.013504549967347396,-0.004256558837752833,0.004256558837752833,-0.023806551475352218,0.011903275737676109,-0.01766311215428252,0.009983330265473973,-0.026850457105946267,0.009809892138073926,-1.2465260986549334
COGN3,2018-03-16,Comunicado ao Mercado,Resultados 4T17,0.020521515750307646,-0.022577273414500117,0.022577273414500117,-0.010249134008354456,0.01745270641032289,-0.0055659979303325086,0.013196182966222575,-0.05529139892053461,0.01506503398026523,-0.35315286876352936
OIBR3,2018-03-16,Fato Relevante,Resultados Preliminares das Escolhas das Opções de Pagamento,0.04561549502519163,0.019409380745166807,0.019409380745166807,0.02264940792215836,0.01132470396107918,0.03173789980237368,0.010579299934124561,0.028230160258715817,0.009281921458425367,0.35109889573211317
YDUQ3,2018-03-16,Comunicado ao Mercado,Apresentação Divulgação dos Resultados do 4T17 e 2017,0.02102744914520032,0.08604501608013758,0.08604501608013758,0.08785850360757161,0.043929251803785804,0.09396790532548954,0.03132263510849651,0.0837973094428785,0.02675620642414662,2.9544878818550004
KLBN11,2018-03-16,Comunicado ao Mercado,Mapa analitico - AGE,0.016250757555085846,0.0052341910402583965,0.0052341910402583965,0.01789924929337395,0.008949624646686975,0.009100964721324925,0.00889917795514099,0.026274893387668127,0.006894476200089363,0.7788363410499712
YDUQ3,2018-03-16,Comunicado ao Mercado,Comunicado do Pedido Público de Procuração,0.02102744914520032,0.08604501608013758,0.08604501608013758,0.08785850360757161,0.043929251803785804,0.09396790532548954,0.03132263510849651,0.0837973094428785,0.02675620642414662,2.9544878818550004
SUZB3,2018-03-16,Comunicado ao Mercado,Transação com a Fibria,0.016224124782546253,0.19720114533428673,0.19720114533428673,0.271713617673038,0.135856808836519,0.2503052405549184,0.09770733159705254,0.3507969247920375,0.06044893749479152,11.842274647938245
PETR4,2018-03-16,Comunicado ao Mercado,Petrobras anuncia nova Oferta de Recompra de títulos globais,0.01173401388249776,0.005550765377777636,0.005550765377777636,-0.002439769100883042,0.006770649928219156,-0.03352836735989503,0.0148766327051501,0.02508117880514781,0.010959447217249481,-0.14702362661570118
KLBN11,2018-03-16,Comunicado ao Mercado,Mapa analitico - AGO,0.016250757555085846,0.0052341910402583965,0.0052341910402583965,0.01789924929337395,0.008949624646686975,0.009100964721324925,0.00889917795514099,0.026274893387668127,0.006894476200089363,0.7788363410499712
B3SA3,2018-03-16,Comunicado ao Mercado,DESTAQUES OPERACIONAIS DE FEVEREIRO DE 2018,0.009822379629686873,-0.008236833339864242,0.008236833339864242,-0.003770373460090107,0.006351646609819188,-0.007157778384883868,0.005363566048144045,-0.010265245451485402,0.009033379812055391,-0.2714267562187975
PRIO3,2018-03-16,Comunicado ao Mercado,Apresentação de Resultados 4T17,0.028682715708002657,-0.029405117843024905,0.029405117843024905,0.02211453718616586,0.04046238643610783,0.013004205258421747,0.030011701599986593,-0.01778983006136272,0.029657304223473745,0.5451833559392367
CPFE3,2018-03-16,Fato Relevante,CAPEX,0.026016614922109264,0.0006559573407939456,0.0006559573407939456,0.006149937497171528,0.003074968748585764,0.00534170768318827,0.002319389103718262,0.016302244726983963,0.00483086982901033,0.1671494358948235
BBDC4,2018-03-19,Comunicado ao Mercado,Aprovação pelo BACEN do aumento do capital deliberado na AGE de 12.3.2018,0.0076224206799358546,0.003785515648724468,0.003785515648724468,-0.0004513430915696597,0.004011187194509298,0.003118050994883024,0.003863922825157093,0.011580916943087344,0.006647536685781437,-0.04186960731919259
CSAN3,2018-03-19,Comunicado ao Mercado,Cosan Day 2018 - Apresentação Rumo e Cosan Logística,0.014387215190254491,-0.01819097369719402,0.01819097369719402,-0.03192406753305031,0.015962033766525156,-0.009852696668108804,0.01799847946599727,-0.031551254708722845,0.010539615000019813,-1.5690127892830852
BPAC11,2018-03-19,Comunicado ao Mercado,Alterações na Administração,0.01608827779005012,0.014743365039242621,0.014743365039242621,0.0070326818803354,0.01122702409907492,0.023056804809306587,0.012826057042373676,0.006754162250872655,0.008980010587502186,0.30909815907010324
SUZB3,2018-03-19,Comunicado ao Mercado,Notícia divulgada na mídia,0.01623073658355697,0.07453420283432924,0.07453420283432924,0.06864651563266741,0.040210945017995534,0.26589898624635827,0.09255812021656064,0.18149572498858393,0.032211849898651265,2.990647803246513
USIM5,2018-03-19,Comunicado ao Mercado,Notícia divulgada na mídia,0.025853908356885422,-0.029791480272098915,0.029791480272098915,-0.0042216444742988884,0.02768065803494947,-0.0035944692423522003,0.018662830433948546,-0.02354800895195222,0.01404566975043872,-0.11546236624376578
RAIL3,2018-03-19,Comunicado ao Mercado,Cosan Day 2018 - Apresentação Rumo,0.018502051127279567,-0.010583329194658164,0.010583329194658164,-0.012372737457808671,0.006186368728904336,-0.005865609502855492,0.006293288470920617,-0.013651163542680284,0.005344297885552488,-0.4728581981571734
CSAN3,2018-03-19,Comunicado ao Mercado,Cosan Day 2018,0.014387215190254491,-0.01819097369719402,0.01819097369719402,-0.03192406753305031,0.015962033766525156,-0.009852696668108804,0.01799847946599727,-0.031551254708722845,0.010539615000019813,-1.5690127892830852
CSAN3,2018-03-19,Comunicado ao Mercado,Cosan Day 2018,0.014387215190254491,-0.01819097369719402,0.01819097369719402,-0.03192406753305031,0.015962033766525156,-0.009852696668108804,0.01799847946599727,-0.031551254708722845,0.010539615000019813,-1.5690127892830852
EGIE3,2018-03-19,Comunicado ao Mercado,Confirmação do rating da Companhia pela Fitch Ratings,0.009161207893487842,0.01356313123924306,0.01356313123924306,0.01785778703063267,0.008928893515316335,0.029612157286287574,0.00987071909542919,0.007237647070921181,0.00574105734149813,1.3783512450712512
PETR4,2018-03-19,Comunicado ao Mercado,Notícia divulgada na mídia,0.011616555962843578,-0.008189873999783158,0.008189873999783158,-0.0023799039665979823,0.006999922016484167,0.0030424324096681625,0.006474060136411493,0.018891267154924063,0.010041266974258951,-0.14486619259072184
BEEF3,2018-03-19,Comunicado ao Mercado,Emissão de Notas (Recompra Notas Perpétuas),0.014076555694965959,-0.0045555605659775575,0.0045555605659775575,-0.018257385789450235,0.009128692894725118,-0.016426777245474644,0.006695998111141944,-0.03187643886424044,0.013247787338865882,-0.9171221695287292
VALE3,2018-03-20,Comunicado ao Mercado,Carta de Governança,0.013475161448513679,0.0067855909436765945,0.0067855909436765945,0.01603358757408997,0.008016793787044984,-0.0030472443604900694,0.011704806502890004,-0.017875356007876226,0.008323755192676027,0.8413597524382844
YDUQ3,2018-03-20,Comunicado ao Mercado,Alteração da Diretoria Execultiva,0.020794103664936323,0.010840464469429687,0.010840464469429687,0.036068992085138904,0.018034496042569452,0.03872631374811811,0.012908771249372702,-0.027399050794763662,0.01658950582750691,1.2265317757827832
CSAN3,2018-03-20,Comunicado ao Mercado,Contrato ExxonMobil,0.014147421079891387,-0.013848327611101123,0.013848327611101123,-0.005192747454435053,0.011251953883883597,-0.023771772770276124,0.013694311027869423,-0.02522049829258781,0.009396953335738742,-0.25954037257286455
CPFE3,2018-03-20,Fato Relevante,Agrupamento das concessões da RGE e RGE Sul,0.026032165300418866,-0.006428999250461085,0.006428999250461085,0.0017754444899105437,0.007316721495416357,0.007304352966227975,0.006720783822383382,0.03640917319118153,0.008211195282017284,0.04822606279377904
PETR4,2018-03-20,Comunicado ao Mercado,Produção de petróleo e gás natural em fevereiro,0.011597921002433693,0.005782642302520899,0.005782642302520899,0.032492535475935384,0.016246267737967692,0.024205047730346575,0.013593341073841398,0.02023025493282207,0.009788801247930566,1.9810181642172926
PETR4,2018-03-20,Comunicado ao Mercado,Petrobras anuncia a continuidade da revisão de sua participação no setor de fertilizantes,0.011597921002433693,0.005782642302520899,0.005782642302520899,0.032492535475935384,0.016246267737967692,0.024205047730346575,0.013593341073841398,0.02023025493282207,0.009788801247930566,1.9810181642172926
VALE3,2018-03-20,Comunicado ao Mercado,Vale informa sobre a conclusão do Project Finance do Corredor Logístico de Nacala,0.013475161448513679,0.0067855909436765945,0.0067855909436765945,0.01603358757408997,0.008016793787044984,-0.0030472443604900694,0.011704806502890004,-0.017875356007876226,0.008323755192676027,0.8413597524382844
VALE3,2018-03-20,Comunicado ao Mercado,Evolução da Governança Corporativa,0.013475161448513679,0.0067855909436765945,0.0067855909436765945,0.01603358757408997,0.008016793787044984,-0.0030472443604900694,0.011704806502890004,-0.017875356007876226,0.008323755192676027,0.8413597524382844
BRKM5,2018-03-21,Comunicado ao Mercado,Aprovação do Plano de Incentivo de Longo Prazo baseado em ações,0.02115748150154817,0.003264036662753895,0.003264036662753895,-0.009716307512695655,0.008122190419101723,-0.014347300788904664,0.006958458038137484,-0.05580244957161544,0.015008579197081562,-0.3247299036900095
VALE3,2018-03-21,Comunicado ao Mercado,"Vale anuncia resultado final da oferta de aquisição de bonds com cupom de 5,875% e vencimento em 2021",0.013471029101817642,0.00915984902486158,0.00915984902486158,-0.0041131473482493575,0.011216422698986258,0.002579384457873285,0.00970845906803172,-0.011762838595367874,0.00947296087634828,-0.21590290986559832
PETR4,2018-03-21,Comunicado ao Mercado,Recebimento da Segunda Parcela da Cessão do Bloco Exploratório BM-S-8,0.011932204083486265,0.02641023980768145,0.02641023980768145,0.013646726905466547,0.019586876354948178,0.01917259938080415,0.014899875061744653,-0.00025658875738186065,0.011098470145034262,0.8087100311342418
TOTS3,2018-03-21,Comunicado ao Mercado,Apresentação Institucional,0.01586126535536507,-0.00847645419367305,0.00847645419367305,-0.019587059411740743,0.009793529705870371,-0.023702858203028556,0.007900952734342851,-0.022926631061032727,0.006198136130507656,-0.8732053983865076
ITUB4,2018-03-21,Comunicado ao Mercado,Telas Ciclo APIMEC 2018 - ITAÚ UNIBANCO HOLDING S.A. - RIO DE JANEIRO/RJ,0.007201492439822996,-0.01541273665195054,0.01541273665195054,-0.016054879215434113,0.008027439607717056,-0.016620991765731095,0.005540330588577031,0.009170244386215784,0.006880000469514001,-1.5764112868586793
OIBR3,2018-03-22,Comunicado ao Mercado,Atualização do rating de crédito da Oi pela S&ampP,0.04564354186960146,0.009388582599405119,0.009388582599405119,-0.0036343112184885756,0.011205738208649407,-0.003668815817753312,0.00748199367218785,-0.022665620871617942,0.025759163004764375,-0.05630251295741643
B3SA3,2018-03-22,Comunicado ao Mercado,Mudança do ticker de negociação B3,0.009967831978448069,-0.0064193388340572765,0.0064193388340572765,-0.022997007739417062,0.011498503869708531,-0.025521308281245367,0.008507102760415122,0.01612882821426729,0.01035380728218357,-1.6313818445877446
PETR4,2018-03-22,Comunicado ao Mercado,Reunião APIMEC SP - PETROBRAS,0.011774129219221476,-0.012938371345617882,0.012938371345617882,-0.006327529035301163,0.0097746068279673,0.019746759011440334,0.015207833900892032,-0.044265867262539046,0.009581258647195412,-0.38000591005167084
SBSP3,2018-03-22,Comunicado ao Mercado,Alteração no cronograma de eventos das etapas 6 e 7 da 2ª Revisão Tarifária Ordinária,0.01368523221486711,-0.002602249105808566,0.002602249105808566,-0.012866434825172815,0.0064332174125864075,-0.004159532160629975,0.007191112496571885,-0.10391825766224178,0.025161653020995874,-0.6648000685505937
OIBR3,2018-03-23,Fato Relevante,Alterações na Estrutura Organizacional da Companhia,0.045919686486210594,-0.01363537691177633,0.01363537691177633,-0.043131615084270616,0.021565807542135308,-0.034371752782905975,0.017297159128545084,-0.037382037043844026,0.024822463133057887,-0.6641739054288686
RENT3,2018-03-23,Fato Relevante,Pagamento aos acionistas de juros sobre o capital próprio,0.016504567105457002,-0.012449765276554853,0.012449765276554853,0.0011641455084236592,0.013031838030766683,0.011747546479702782,0.012215692344270829,-0.002707289233463441,0.008644323896878496,0.049875599767900555
ENGI11,2018-03-23,Comunicado ao Mercado,"Boletim de Relações com Investidores, edição de março de 2018",0.014277550656429966,0.006559686144587015,0.006559686144587015,0.007041150275102672,0.003520575137551336,0.016502151786559217,0.005500717262186406,0.010144796055413558,0.007353011971176759,0.3487184340429131
ITSA4,2018-03-23,Fato Relevante,Resultado do Leilão da Oferta Pública de Aquisição de Ações da Alpargatas S.A.,0.008410961006871798,0.007483901306249298,0.007483901306249298,0.012541039077743432,0.006270519538871716,0.010628868688833512,0.004817736488884451,0.02722613415552642,0.006206187385102083,1.0543211135746302
RADL3,2018-03-23,Fato Relevante,2ª Emissão de Debêntures,0.012772618959362573,-0.015854808233454514,0.015854808233454514,-0.006562831161535717,0.012573392652686656,-0.003764963541051528,0.009314884308619167,-0.025796905219880997,0.013462155287604355,-0.3633258326165463
ITUB4,2018-03-23,Comunicado ao Mercado,Informações Adicionais sobre a Assembleia Geral Ordinária e Extraordinária de 25.04.2018 - Proposta da Administração,0.007344622094502129,0.00966652463426496,0.00966652463426496,0.011588329374739607,0.0057941646873698035,0.010729114540479985,0.004149181402999743,0.020837101711239592,0.006084963650565575,1.115671599990891
CPFE3,2018-03-23,Comunicado ao Mercado,Apresentação de Resultados 4T17,0.02626806147678323,0.006253737489012191,0.006253737489012191,0.011604660790201825,0.0058023303951009126,0.012707216901565656,0.004235738967188552,0.04270918896198255,0.00935582384399013,0.3123844652706446
BBSE3,2018-03-23,Comunicado ao Mercado,Compra de ações de emissão da companhia para pagamento de remuneração variável aos Diretores.,0.011781933312394103,0.032703002325847004,0.032703002325847004,0.012296647218789643,0.02655467871645218,0.023070595539529195,0.021294435251214636,0.0038454552627445737,0.015336184522276003,0.7379979502275771
BBAS3,2018-03-23,Comunicado ao Mercado,Divulgação de Demonstrações Financeiras em Padrões Internacionais - IFRS,0.010766584522795995,0.0003871927584036365,0.0003871927584036365,-0.005403886115922744,0.0030891358163650084,-0.01946953677989607,0.006747974098901114,-0.026642963287746423,0.004569558134092283,-0.35490591368491764
SLCE3,2018-03-23,Comunicado ao Mercado,Apresentação de Resultados 2017/4T17 Versão Português e Inglês,0.015692410003069222,-0.003449795348134004,0.003449795348134004,-0.09728180317213739,0.048640901586068694,-0.12029989051570607,0.040099963505235356,-0.10012123639304636,0.03337674415316078,-4.3835601220984675
SBSP3,2018-03-26,Fato Relevante,Agencia Reguladora Divulga NT0004/2018,0.013532080598608434,0.01164188057081702,0.01164188057081702,-0.06518985559422957,0.04423680836793181,-0.0753627374659846,0.03288216620253955,-0.0920258377311039,0.026042492230980912,-3.4064376589651557
BBAS3,2018-03-26,Comunicado ao Mercado,Aporte de capital pelo BB-BI na Neoenergia,0.01092414343391854,-0.006378010420438089,0.006378010420438089,-0.0077632736504783546,0.0038816368252391773,-0.0075295268891508605,0.0026656734706019497,-0.0411391988201426,0.006856533136690434,-0.5025074483566161
TOTS3,2018-03-26,Comunicado ao Mercado,Renúncia do Diretor Estatutário,0.016597476442802236,-0.00552613413837272,0.00552613413837272,0.000867346834134114,0.005959807555439777,0.0015952192042982217,0.004215829160347888,0.005624766403319124,0.010184796291224296,0.03695181193180039
CSNA3,2018-03-26,Comunicado ao Mercado,Agenda de Divulgação do 4T17 e 2017,0.020564104233930066,-0.014556910139765466,0.014556910139765466,-0.00261425700380416,0.013249781637863386,-0.006507966622292277,0.010131090964738297,0.03174511837786502,0.017807114004415467,-0.08989250560713892
CSNA3,2018-03-26,Comunicado ao Mercado,Novo DRI,0.020564104233930066,-0.014556910139765466,0.014556910139765466,-0.00261425700380416,0.013249781637863386,-0.006507966622292277,0.010131090964738297,0.03174511837786502,0.017807114004415467,-0.08989250560713892
USIM5,2018-03-26,Comunicado ao Mercado,Indicação de membros para a Diretoria Estatutária,0.025134388918877686,-0.009156773845248533,0.009156773845248533,-0.002815543881364525,0.00774900190456627,-0.00832929765687283,0.007003919194880282,-0.03159222055911815,0.012182292249956208,-0.07920981002032039
CVCB3,2018-03-26,Fato Relevante,Apresentação do novo CEO e CFO,0.012177318883916976,0.0008575558060549618,0.0008575558060549618,0.009041887976489572,0.004520943988244786,0.008597868297227976,0.0031619692185837225,-0.029926456760589002,0.013196204113893809,0.5250400653750735
PETR4,2018-03-26,Comunicado ao Mercado,Contratação de linha de crédito compromissada com o Banco do Brasil,0.011894435906333477,-0.000852691413914362,0.000852691413914362,-0.00728440514195366,0.00364220257097683,-0.0005590591553112645,0.004669917042865352,-0.061649207176038376,0.010274867862673063,-0.4330472090772201
CSNA3,2018-03-27,Comunicado ao Mercado,Apresentação da Teleconferência de Resultados do 4T17,0.020583978306428864,0.011929006109699252,0.011929006109699252,0.002899040129799635,0.010479486044799435,-0.011547807769145527,0.011801939996181343,0.03297679713413251,0.017657730007519905,0.09958866571837616
BBSE3,2018-03-27,Comunicado ao Mercado,Recompra de ações,0.011538643452149,0.0100370191960413,0.0100370191960413,0.016262655791994592,0.008131327895997296,-0.004128257206244365,0.012217856263411183,-0.01946132006540827,0.008669467506078651,0.9966019175746662
VIVT3,2018-03-27,Comunicado ao Mercado,Reapresentação de Proposta da Administração para Destinação do Lucro Líquido do Exercício Social de 2017,0.01654620181208629,0.03138072478741103,0.03138072478741103,0.020863277106080276,0.020949086234370893,0.03126149795298615,0.017432131105215885,0.0787680325650602,0.0178999328758089,0.8915982584418434
ITUB4,2018-03-27,Comunicado ao Mercado,Telas Ciclo APIMEC 2018 - ITAÚ UNIBANCO HOLDING S.A. - BELO HORIZONTE/MG,0.007306566755258058,0.005141643828177672,0.005141643828177672,0.012743190418603412,0.006371595209301706,0.014559230305229594,0.004853076768409865,0.009161602910642379,0.007341603990182821,1.2332462921058553
PETR4,2018-03-28,Fato Relevante,Hedge do preço do petróleo para proteção da geração operacional de caixa,0.01172124558455337,-0.014070758149091573,0.014070758149091573,-0.03164826870757958,0.01582413435378979,-0.038304484767150634,0.012768161589050211,-0.04784573347936721,0.014897567898838495,-1.9092429430396802
