Data_Entrega,Ano,Ticker,Nome_Companhia,Codigo_CVM,Categoria,Tipo,Especie,Assunto,Protocolo_Entrega,Link_Download
2018-01-02,2018,GGBR4,GERDAU S.A.,3980,Fato Relevante,,,Venda de Ativo,003980IPE020120180104310205-79,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=591940&numSequencia=134736&numVersao=1
2018-01-02,2018,MGLU3,MAGAZINE LUIZA SA,22470,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Entrada Índices Ibovespa e IBrX50,022470IPE020120180104310205-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=591928&numSequencia=134724&numVersao=1
2018-01-02,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aprovação do novo modelo de tributação para o setor de óleo e gás,009512IPE020120180104310205-26,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=591933&numSequencia=134729&numVersao=1
2018-01-02,2018,VALE3,VALE S.A.,4170,Fato Relevante,,,Vale informa sobre o fechamento da transação de Fertilizantes,004170IPE020120180104310205-13,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=591931&numSequencia=134727&numVersao=1
2018-01-02,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Autuação fiscal sobre remessas ao exterior para pagamento de afretamento,009512IPE020120180104310212-76,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592058&numSequencia=134854&numVersao=1
2018-01-02,2018,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Negociação das Próprias Ações para Tesouraria - Dezembro/2017,019348IPE020120180104310210-37,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592049&numSequencia=134845&numVersao=1
2018-01-02,2018,EGIE3,ENGIE BRASIL ENERGIA S.A.,17329,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"Operação das usinas Jaguara, Miranda e Assú V",017329IPE020120180104310206-55,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592025&numSequencia=134821&numVersao=1
2018-01-03,2018,CPFE3,CPFL ENERGIA SA,18660,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,018660IPE030120170104310310-35,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592142&numSequencia=134938&numVersao=1
2018-01-03,2018,ITSA4,ITAUSA S.A.,7617,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Negociação das Próprias Ações para Tesouraria - Dezembro de 2017,007617IPE030120180104310310-16,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592152&numSequencia=134948&numVersao=1
2018-01-03,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Petrobras assina acordo para encerrar Class Action em curso nos Estados Unidos,009512IPE030120180104310213-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592060&numSequencia=134856&numVersao=1
2018-01-03,2018,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,020087IPE030120180104310311-14,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592176&numSequencia=134972&numVersao=1
2018-01-04,2018,CSNA3,CIA SIDERURGICA NACIONAL,4030,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Comunicado ao Mercado,004030IPE040120180104310405-20,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592207&numSequencia=135003&numVersao=1
2018-01-04,2018,CPFE3,CPFL ENERGIA SA,18660,Fato Relevante,,,"Incorporação das distribuidoras CPFL Santa Cruz, CPFL Leste Paulista, CPFL Sul Paulista e CPFL Mococa pela Companhia Jaguari de Energia",018660IPE311220170204309708-80,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592199&numSequencia=134995&numVersao=2
2018-01-04,2018,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Embraer assina contrato de Pool com a Widerøe para apoiar a frota de E-Jets E2,020087IPE040120180104310406-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592210&numSequencia=135006&numVersao=1
2018-01-04,2018,ELET3,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,15784,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aprovação Plano de Negócios Eletropar 2018 a 2022,015784IPE040120180104310410-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592239&numSequencia=135035&numVersao=1
2018-01-05,2018,IGTI11,IGUATEMI S.A.,8672,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Data prevista para a realização da Assembleia Geral Ordinária,008672IPE050120180104310408-97,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592344&numSequencia=135140&numVersao=1
2018-01-05,2018,MRFG3,MARFRIG GLOBAL FOODS SA,20788,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Tender Offer,020788IPE050120180204310507-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592391&numSequencia=135187&numVersao=2
2018-01-05,2018,MGLU3,MAGAZINE LUIZA SA,22470,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,022470IPE050120180104310510-81,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592368&numSequencia=135164&numVersao=1
2018-01-05,2018,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Ações para melhoria do atendimento,001023IPE050120180104310505-28,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592278&numSequencia=135074&numVersao=1
2018-01-08,2018,UGPA3,ULTRAPAR PARTICIPAÇÕES SA,18465,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,018465IPE080120180104310811-80,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592616&numSequencia=135412&numVersao=1
2018-01-08,2018,CVCB3,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,23310,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Dados Operacionais 4T17,023310IPE080120180104310811-96,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592617&numSequencia=135413&numVersao=1
2018-01-08,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,002437IPE080120180104310811-21,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592611&numSequencia=135407&numVersao=1
2018-01-08,2018,VBBR3,VIBRA ENERGIA S/A,24295,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Ofício CVM 07.2018 de 05.01.18||Resposta ao ofício CVM 07.2018 de 05.01.18,024295IPE080120180104310804-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592397&numSequencia=135193&numVersao=1
2018-01-08,2018,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Fato Relevante,,,Homologação do Plano de Recuperação Judicial,011312IPE080120180104310811-77,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592628&numSequencia=135424&numVersao=1
2018-01-08,2018,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,GOL divulga os resultados prévios de tráfego do mês de Dezembro de 2017,019569IPE080120180104310809-40,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592618&numSequencia=135414&numVersao=1
2018-01-08,2018,RAIL3,RUMO S.A.,17450,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,017450IPE080120170104310811-48,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592633&numSequencia=135429&numVersao=1
2018-01-08,2018,PRIO3,PETRO RIO S.A.,22187,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alteração de Participação Acionária Relevante,022187IPE080120180104310811-70,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592613&numSequencia=135409&numVersao=1
2018-01-08,2018,PRIO3,PETRO RIO S.A.,22187,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Divulgação de Dados Operacionais de Dezembro de 2017,022187IPE080120180104310811-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592603&numSequencia=135399&numVersao=1
2018-01-08,2018,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,020087IPE080120180104310804-48,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592398&numSequencia=135194&numVersao=1
2018-01-09,2018,KLBN11,KLABIN S.A.,12653,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alteração na Diretoria Executiva,012653IPE090120180104310910-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592782&numSequencia=135578&numVersao=1
2018-01-09,2018,AZUL4,AZUL S.A.,24112,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Azul informa os resultados de tráfego de dezembro de 2017,024112IPE090120180104310910-79,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592808&numSequencia=135604&numVersao=1
2018-01-09,2018,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale informa sobre pagamento do leilão das frações de ações,004170IPE090120180104310905-81,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592659&numSequencia=135455&numVersao=1
2018-01-09,2018,PRIO3,PETRO RIO S.A.,22187,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Negociações atípicas de valores mobiliários,022187IPE090120180104310910-97,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592833&numSequencia=135629&numVersao=1
2018-01-09,2018,VALE3,VALE S.A.,4170,Fato Relevante,,,Vale anuncia a conclusão da transação de Fertilizantes,004170IPE090120180104310910-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592820&numSequencia=135616&numVersao=1
2018-01-09,2018,GGBR4,GERDAU S.A.,3980,Fato Relevante,,,Aquisição de Ações de Emissão da Própria Companhia,003980IPE090120180104310810-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592644&numSequencia=135440&numVersao=1
2018-01-10,2018,RAIL3,RUMO S.A.,17450,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Precificação de título de dívida,017450IPE100120180204311011-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593357&numSequencia=136153&numVersao=2
2018-01-10,2018,CSNA3,CIA SIDERURGICA NACIONAL,4030,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,004030IPE100120180104311011-16,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593216&numSequencia=136012&numVersao=1
2018-01-10,2018,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Fato Relevante,,,GOL anuncia Fato Relevante - Atualização ao Investidor,019569IPE100120180104311005-53,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=592962&numSequencia=135758&numVersao=1
2018-01-10,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Privatização Eletrobras,002437IPE100120180104311011-79,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593313&numSequencia=136109&numVersao=1
2018-01-11,2018,MRFG3,MARFRIG GLOBAL FOODS SA,20788,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Emissão Nota Sênior 2025,020788IPE110120180104311110-89,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593594&numSequencia=136390&numVersao=1
2018-01-11,2018,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,020087IPE110120180104311105-06,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593460&numSequencia=136256&numVersao=1
2018-01-12,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,S&ampP Global Ratings mantém classificação de risco da Petrobras,009512IPE120120180104311210-28,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593696&numSequencia=136492&numVersao=1
2018-01-12,2018,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale realiza reunião APIMEC - São Paulo,004170IPE120120180104311211-16,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593692&numSequencia=136488&numVersao=1
2018-01-12,2018,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Destaques operacionais de dezembro de 2017,021610IPE120120180104311205-40,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593609&numSequencia=136405&numVersao=1
2018-01-15,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Previsão de Data de Realização da AGO de 2018,002437IPE150120180104311512-12,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593825&numSequencia=136621&numVersao=1
2018-01-15,2018,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Decisão da Anatel sobre Conselho de Administração Transitório,011312IPE150120180104311504-53,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593714&numSequencia=136510&numVersao=1
2018-01-15,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Fato Relevante,,,Alienação de Participação Acionária,002437IPE150120180104311512-52,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593835&numSequencia=136631&numVersao=1
2018-01-15,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,"Petrobras e Total concluem a cessão de direitos das concessões de Lapa e Iara, como parte de sua Aliança Estratégica",009512IPE150120180104311504-78,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593716&numSequencia=136512&numVersao=1
2018-01-15,2018,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale informa data prevista para a Assembleia Geral Ordinária,004170IPE150120180104311511-41,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593816&numSequencia=136612&numVersao=1
2018-01-15,2018,RENT3,LOCALIZA RENT A CAR SA,19739,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,S&ampP reafirma ratings da Localiza: 'AAA' em escala nacional e 'BB+' escala global,019739IPE150120180104311508-68,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593754&numSequencia=136550&numVersao=1
2018-01-15,2018,MULT3,MULTIPLAN EMP. IMOBILIARIOS S/A,20982,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Prévia Operacional 2017,020982IPE150120180104311510-89,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593775&numSequencia=136571&numVersao=1
2018-01-15,2018,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,020087IPE150120180104311505-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593724&numSequencia=136520&numVersao=1
2018-01-16,2018,ENGI11,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,14605,Fato Relevante,,,Resultado do Leilão da Oferta Pública para Aquisição de Ações da Energisa Mato Grosso,014605IPE160120180104311611-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593906&numSequencia=136702&numVersao=1
2018-01-16,2018,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Fato Relevante,,,Segunda Revisão Tarifária Ordinária - Etapa Final,014443IPE160120180104311613-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593927&numSequencia=136723&numVersao=1
2018-01-16,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,002437IPE160120180104311611-70,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593920&numSequencia=136716&numVersao=1
2018-01-16,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,002437IPE160120180104311611-66,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593918&numSequencia=136714&numVersao=1
2018-01-16,2018,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Término da Oferta Pública para a Aquisição de até US$50 milhões em Senior Notes com vencimento em 2020,019569IPE160120180104311513-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593847&numSequencia=136643&numVersao=1
2018-01-16,2018,BEEF3,MINERVA S/A,20931,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Mudança na Diretoria Financeira,020931IPE160120180104311511-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593843&numSequencia=136639&numVersao=1
2018-01-16,2018,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Embraer atinge estimativa de entregas para 2017,020087IPE160120180104311512-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593842&numSequencia=136638&numVersao=1
2018-01-16,2018,ENGI11,ENERGISA SA,15253,Fato Relevante,,,Resultado do Leilão da Oferta Pública para Aquisição de Ações da Energisa Mato Grosso,015253IPE160120180104311611-13,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593900&numSequencia=136696&numVersao=1
2018-01-16,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras atinge recorde de produção no Brasil pelo quarto ano consecutivo,009512IPE160120180104311511-28,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593844&numSequencia=136640&numVersao=1
2018-01-17,2018,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação APIMEC-SP 2018,004170IPE170120180104311705-78,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593937&numSequencia=136733&numVersao=1
2018-01-17,2018,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,002437IPE170120180104311710-46,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=594005&numSequencia=136801&numVersao=1
2018-01-17,2018,SLCE3,SLC AGRICOLA SA,20745,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Fim do Programa de Recompra de ações,020745IPE170120180104311710-49,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593967&numSequencia=136763&numVersao=1
2018-01-17,2018,CYRE3,CYRELA BRAZIL REALTY SA EMPRS E PARTS,14460,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Prévia Operacional 4T17,014460IPE170120180104311709-22,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593982&numSequencia=136778&numVersao=1
2018-01-17,2018,CSNA3,CIA SIDERURGICA NACIONAL,4030,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,004030IPE170120180104311711-81,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=594000&numSequencia=136796&numVersao=1
2018-01-17,2018,KLBN11,KLABIN S.A.,12653,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Conversão de debentures,012653IPE170120180104311710-60,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=593966&numSequencia=136762&numVersao=1
2018-01-18,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Processo de Seleção do Diretor Executivo de Governança e Conformidade,009512IPE180120180104311805-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=594012&numSequencia=136808&numVersao=1
2018-01-18,2018,IGTI11,IGUATEMI S.A.,8672,Fato Relevante,,,"a conversão da totalidade das ações preferenciais em ações ordinárias da Companhia, na proporção de 1 ação preferencial para cada 0,9 ação ordinária||Unificação das ações de emissão da Companhia em apenas uma espécie e classe",008672IPE180120180104311809-32,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=594071&numSequencia=136867&numVersao=1
2018-01-18,2018,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Aprovação da revisão da política de preços do GLP de uso residencial,009512IPE180120180104311805-01,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=594015&numSequencia=136811&numVersao=1
2018-01-18,2018,USIM5,USINAS SIDERURGICAS DE MINAS GERAIS SA,14320,Fato Relevante,,,Pagamento integral das notas emitidas em 2008 (Bonds),014320IPE180120180104311810-18,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=594061&numSequencia=136857&numVersao=1
