Data_Entrega,Ano,Ticker,Nome_Companhia,Codigo_CVM,Categoria,Tipo,Especie,Assunto,Protocolo_Entrega,Link_Download
2019-05-27,2019,USIM5,USINAS SIDERURGICAS DE MINAS GERAIS SA,14320,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aprovação de investimentos,014320IPE270520190104361205-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692431&numSequencia=219104&numVersao=1
2019-05-27,2019,BRKM5,BRASKEM S.A.,4820,Fato Relevante,,,Acordo CGU/AGU,004820IPE270520190104361211-82,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692583&numSequencia=219243&numVersao=1
2019-05-27,2019,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale sobre Diretor Executivo de Minerais Ferrosos e Carvão,004170IPE270520190204361205-63,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692466&numSequencia=219138&numVersao=2
2019-05-27,2019,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Resultado de votação da proposta de reforma estatutária da Cassi,001023IPE270520190104361212-60,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692592&numSequencia=219250&numVersao=1
2019-05-27,2019,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,GOL anuncia novo destino: Araçatuba,019569IPE270520190104361204-91,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692430&numSequencia=219103&numVersao=1
2019-05-28,2019,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alienação de participação acionária na SBCE,001023IPE280520190104361311-44,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692765&numSequencia=219397&numVersao=1
2019-05-28,2019,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alienação de participação acionária na SBCE,001023IPE280520190104361311-45,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692766&numSequencia=219398&numVersao=1
2019-05-28,2019,VBBR3,VIBRA ENERGIA S/A,24295,Fato Relevante,,,Conselho da Petrobras Distribuidora aprova nova diretoria executiva  da companhia,024295IPE280520190104361311-36,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692762&numSequencia=219394&numVersao=1
2019-05-28,2019,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,"Instalação, mudança ou dissolução do Comitê de Auditoria Estatutário",,Mudança na composição do comitê de auditoria estatutário,002437IPE280520190104361312-01,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692779&numSequencia=219411&numVersao=1
2019-05-28,2019,EQTL3,EQUATORIAL ENERGIA S/A,20010,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,"Emissão de Debêntures das SPEs 5, 7 e 8",020010IPE280520190104361309-46,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692684&numSequencia=219318&numVersao=1
2019-05-28,2019,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Informativo para acionistas 1T19,001023IPE280520190104361305-15,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=692596&numSequencia=219254&numVersao=1
2019-05-29,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa eleição de novo Diretor Executivo de Relacionamento Institucional,009512IPE290520190104361411-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693020&numSequencia=219628&numVersao=1
2019-05-29,2019,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Opções Boa Vista e Eletroacre,002437IPE290520190104361411-49,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693012&numSequencia=219620&numVersao=1
2019-05-29,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre liminar para suspender venda de ativos de fertilizantes,009512IPE290520190104361412-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693031&numSequencia=219638&numVersao=1
2019-05-30,2019,BPAC11,BANCO BTG PACTUAL S/A,22616,Fato Relevante,,,"Tech-enabled retail unit, Potencial Oferta, Pedido de Adesao ao Nivel 2, Transferencia de Participacao",022616IPE280520190204361312-01,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693207&numSequencia=219779&numVersao=2
2019-05-30,2019,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Fato Relevante,,,Aprovar novo programa de recompra de ações.,019348IPE300520190104361508-76,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693210&numSequencia=219782&numVersao=1
2019-05-30,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia divulgada na mídia,009512IPE300520190104361511-76,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693290&numSequencia=219860&numVersao=1
2019-05-30,2019,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,GOL anuncia voos para Dourados (MS),019569IPE300520190104361504-82,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693054&numSequencia=219654&numVersao=1
2019-05-30,2019,UGPA3,ULTRAPAR PARTICIPAÇÕES SA,18465,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Autorizar a emissão e colocação no exterior de títulos de dívida denominados Notes no valor de US$ 500 milhões pelo prazo de 10 anos,018465IPE300520190104361511-19,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693267&numSequencia=219837&numVersao=1
2019-05-30,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre pedido de cooperação de autoridade reguladora,009512IPE300520190104361505-18,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693062&numSequencia=219662&numVersao=1
2019-05-30,2019,BRFS3,BRF S.A.,16292,Fato Relevante,,,Combinação BRF - Marfrig,016292IPE300520190104361511-03,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693252&numSequencia=219823&numVersao=1
2019-05-30,2019,MRFG3,MARFRIG GLOBAL FOODS SA,20788,Fato Relevante,,,Memorando de Entendimento Marfrig e BRF,020788IPE300520190104361511-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693254&numSequencia=219826&numVersao=1
2019-05-30,2019,ENGI11,ENERGISA SA,15253,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Encerramento do Prazo para Exercício da Opção da Eletrobrás no Capital Social da ELETROACRE,015253IPE300520190104361411-18,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693072&numSequencia=219672&numVersao=1
2019-05-30,2019,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Solicitação de esclarecimentos sobre notícia veiculada na mídia,004170IPE300520190104361512-26,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693294&numSequencia=219863&numVersao=1
2019-05-30,2019,MULT3,MULTIPLAN EMP. IMOBILIARIOS S/A,20982,Fato Relevante,,,Aquisição de Ações de Emissão da Própria Companhia,020982IPE300520190104361510-62,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693264&numSequencia=219834&numVersao=1
2019-05-30,2019,CPFE3,CPFL ENERGIA SA,18660,Fato Relevante,,,Oferta Pública de Distribuição Primária,018660IPE300520190204361504-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693111&numSequencia=219710&numVersao=2
2019-05-31,2019,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Adequação do Contrato de Prestação de Serviços com o município de São Bernardo do Campo,014443IPE310520190104361612-70,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693514&numSequencia=220065&numVersao=1
2019-05-31,2019,BRKM5,BRASKEM S.A.,4820,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Assinatura Acordo AGU/CGU,004820IPE310520190104361611-37,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693483&numSequencia=220041&numVersao=1
2019-05-31,2019,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Publicação da Carta de Governança,002437IPE310520190104361611-54,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693490&numSequencia=220047&numVersao=1
2019-05-31,2019,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alienação TAESA,002437IPE310520190104361610-83,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693451&numSequencia=220012&numVersao=1
2019-05-31,2019,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação do 1T19,014443IPE310520190104361612-75,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693515&numSequencia=220066&numVersao=1
2019-05-31,2019,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Embraer arquiva o ITR do primeiro trimestre de 2019,020087IPE310520190104361605-25,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693304&numSequencia=219873&numVersao=1
2019-05-31,2019,ELET3,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,15784,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Carta Anual de Políticas Públicas e de Governança Corporativa 2018,015784IPE310520190104361610-14,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693447&numSequencia=220008&numVersao=1
2019-05-31,2019,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale atualiza informações sobre deslizamento de talude na cava da Mina de Gongo Soco,004170IPE310520190104361607-15,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693330&numSequencia=219899&numVersao=1
2019-05-31,2019,SUZB3,SUZANO S.A.,13986,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Resgate facultativo antecipado integral de Debêntures | Fully early optional redemption of Debentures,013986IPE310520190104361611-41,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693497&numSequencia=220050&numVersao=1
2019-05-31,2019,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Embraer arquiva o ITR do primeiro trimestre de 2019,020087IPE310520190104361604-49,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693302&numSequencia=219871&numVersao=1
2019-05-31,2019,BBAS3,BANCO DO BRASIL S.A.,1023,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Renúncia de administrador,001023IPE310520190104361611-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693474&numSequencia=220032&numVersao=1
2019-05-31,2019,CCRO3,CCR S.A.,18821,Fato Relevante,,,"Celebração, Alteração ou Rescisão de Acordo de Acionistas",018821IPE310520190104361610-94,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693463&numSequencia=220021&numVersao=1
2019-05-31,2019,CSAN3,COSAN S.A.,19836,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,OPA das ações ON da Comgás,019836IPE310520190104361611-46,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693492&numSequencia=220049&numVersao=1
2019-05-31,2019,VBBR3,VIBRA ENERGIA S/A,24295,Fato Relevante,,,Recebimento de Valores Referentes aos Instrumentos de Confissão de Dívidas com a Eletrobras,024295IPE310520190104361610-54,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693435&numSequencia=219997&numVersao=1
2019-05-31,2019,YDUQ3,YDUQS PARTICIPACOES S.A.,21016,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação Conf. UBS Education Day,021016IPE310520190104361607-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693328&numSequencia=219897&numVersao=1
2019-05-31,2019,BBAS3,BANCO DO BRASIL S.A.,1023,Fato Relevante,,,JCP 2T19,001023IPE310520190104361611-11,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693470&numSequencia=220028&numVersao=1
2019-06-03,2019,MRFG3,MARFRIG GLOBAL FOODS SA,20788,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Suspensão dos Certificados Sanitários de Exportação de Carne Bovina para China,020788IPE030620190104361912-20,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693816&numSequencia=220315&numVersao=1
2019-06-03,2019,VIVT3,TELEFÔNICA BRASIL S.A.,17671,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Resposta ao Oficio CVM 154 2019,017671IPE030620190104361914-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693834&numSequencia=220333&numVersao=1
2019-06-03,2019,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Renuncia de Conselheiro,011312IPE030620190104361911-47,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693815&numSequencia=220314&numVersao=1
2019-06-03,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Petrobras divulga Teasers para venda de campos terrestres na Bahia,009512IPE030620190104361904-90,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693604&numSequencia=220118&numVersao=1
2019-06-03,2019,BRFS3,BRF S.A.,16292,Fato Relevante,,,Conclusão Venda Tyson,016292IPE030620190104361909-70,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693756&numSequencia=220266&numVersao=1
2019-06-03,2019,BEEF3,MINERVA S/A,20931,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Suspensão exportações do Brasil para China,020931IPE030620190104361911-00,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693774&numSequencia=220276&numVersao=1
2019-06-03,2019,VBBR3,VIBRA ENERGIA S/A,24295,Fato Relevante,,,Renúncia de Conselheiro de Administração,024295IPE030620190104361911-51,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693803&numSequencia=220303&numVersao=1
2019-06-03,2019,MGLU3,MAGAZINE LUIZA SA,22470,Fato Relevante,,,Operação Netshoes (Assembleia),022470IPE030620190104361913-90,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693833&numSequencia=220332&numVersao=1
2019-06-03,2019,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,"Instalação, mudança ou dissolução do Comitê de Auditoria Estatutário",,Mudança na composição do comitê de auditoria estatutário,002437IPE030620190104361911-91,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693812&numSequencia=220311&numVersao=1
2019-06-04,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras informa sobre as negociações envolvendo a transferência da participação da Odebrecht na Braskem,009512IPE040620190104362005-01,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693840&numSequencia=220339&numVersao=1
2019-06-04,2019,CYRE3,CYRELA BRAZIL REALTY SA EMPRS E PARTS,14460,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Período de Dissidência,014460IPE040620190104362005-53,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693843&numSequencia=220342&numVersao=1
2019-06-04,2019,EQTL3,EQUATORIAL ENERGIA S/A,20010,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Informações periódicas e eventuais,020010IPE040620190104362008-65,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693901&numSequencia=220400&numVersao=1
2019-06-04,2019,CSAN3,COSAN S.A.,19836,Fato Relevante,,,Conclusão de Oferta para Aquisição de Ações ordinárias da Comgás,019836IPE040620190104362011-74,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694111&numSequencia=220525&numVersao=1
2019-06-04,2019,COGN3,COGNA EDUCAÇÃO S.A.,17973,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação para Analistas e Investidores,017973IPE030620190204353005-86,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693954&numSequencia=220432&numVersao=2
2019-06-04,2019,BRKM5,BRASKEM S.A.,4820,Fato Relevante,,,Encerramento das tratativas da LyondellBasell,004820IPE040620190104362004-51,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=693839&numSequencia=220338&numVersao=1
2019-06-05,2019,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,GOL divulga os resultados prévios de tráfego do mês de Maio de 2019,019569IPE050620190104362104-71,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694120&numSequencia=220533&numVersao=1
2019-06-05,2019,AZUL4,AZUL S.A.,24112,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Azul Informa os Resultados de Tráfego de Maio de 2019,024112IPE050620190104362111-79,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694317&numSequencia=220720&numVersao=1
2019-06-05,2019,EQTL3,EQUATORIAL ENERGIA S/A,20010,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação Conferência Citi,020010IPE050620190104362105-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694127&numSequencia=220540&numVersao=1
2019-06-05,2019,RADL3,RAIA DROGASIL S.A.,5258,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Trânsito em julgado da aquisição da Drogaria Onofre Ltda.,005258IPE050620190104362108-12,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694212&numSequencia=220618&numVersao=1
2019-06-05,2019,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Barragem Vargem Grande tem nível de emergência reduzido de 2 para 1,004170IPE050620190104362105-35,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694126&numSequencia=220539&numVersao=1
2019-06-05,2019,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Vale sobre diretor-executivo de Segurança e Excelência Operacional,004170IPE050620190104362105-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694121&numSequencia=220534&numVersao=1
2019-06-05,2019,BPAC11,BANCO BTG PACTUAL S/A,22616,Fato Relevante,,,Oferta pública de distribuição secundária de Units,022616IPE040620190104362100-27,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694119&numSequencia=220532&numVersao=1
2019-06-06,2019,CSNA3,CIA SIDERURGICA NACIONAL,4030,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Investimentos,004030IPE060620190104362212-17,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694574&numSequencia=220968&numVersao=1
2019-06-06,2019,UGPA3,ULTRAPAR PARTICIPAÇÕES SA,18465,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Resultados antecipados da Oferta de Recompra no exterior,018465IPE060620190104362211-38,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694551&numSequencia=220947&numVersao=1
2019-06-06,2019,BRKM5,BRASKEM S.A.,4820,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia Divulgada na Mídia,004820IPE060620190104362210-83,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694490&numSequencia=220890&numVersao=1
2019-06-06,2019,CYRE3,CYRELA BRAZIL REALTY SA EMPRS E PARTS,14460,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alteração e Eleição Diretores Estatutários,014460IPE060620190204362209-73,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694462&numSequencia=220862&numVersao=2
2019-06-06,2019,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Petrobras informa decisão favorável do STF,009512IPE060620190104362213-83,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694584&numSequencia=220978&numVersao=1
2019-06-06,2019,HAPV3,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,24392,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Aquisição de hospital em Juazeiro do Norte Estado do Ceará,024392IPE060620190104362211-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694557&numSequencia=220951&numVersao=1
2019-06-06,2019,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Arsesp publica aviso de Consulta Publica 06/2019,014443IPE060620190104362212-64,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694579&numSequencia=220973&numVersao=1
2019-06-07,2019,VBBR3,VIBRA ENERGIA S/A,24295,Fato Relevante,,,Registro de Oferta Pública,024295IPE070620190104362311-02,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=694832&numSequencia=221208&numVersao=1
